1:-1t	前编 太古史(1-11)
38:20	犹大托自己的朋友阿杜蓝人送了一只小公山羊去，好由那女人手中取回抵押；他却找不到她，
38:21	便问当地人说：「那在厄纳殷路旁的庙妓在那里？」人答说：「这里从来没有庙妓。」
38:22	他回来对犹大说：「我找不著她，并且当地的人都说：这里从来没有庙妓。」
38:23	犹大遂说：「让她留著罢! 免得我们被人嗤笑。我将小公山羊送了去，可是你没有找著她。」
38:24	大约过了三个月，有人告诉犹大说：「你的儿媳塔玛尔与人通奸，而且因通奸有了身孕。犹大说：「把她拉出来烧死! 」
38:25	当她被拉出来时，她派人到她公公那里说：「这些东西是谁的，我就是由谁怀了孕。」并且说：「请你仔细看看这些东西：印章、印带和棍杖是谁的？」
38:26	犹大仔细一看，就说：「她比我更有理，因为我尚没有将她嫁给我的儿子舍拉。」他从此以后，再没有认识她。
38:27	到了她要生产的时候，腹中竟是一对双胎。
38:28	她正生产时，一个胎儿伸出一手来，收生婆就拿了一根朱红线系在他手上说：「这个是先出生的。」
38:29	但是他一收回手去，他的兄弟就出生了；收生婆说：「你为自己开了个怎样的裂口! 」遂给他起名叫培勒兹。
38:30	以后，那手上系有朱红线的兄弟也出生了，遂给他起名叫则辣黑。
	
39:0t	第三十九章
	
39:1t	若瑟在普提法尔家
	
39:1	若瑟被人带到埃及，有个埃及人普提法尔，是法郎的内臣兼卫队长，从带若瑟来的依市玛耳人手里买了他。
39:2	上主与若瑟同在，他便事事顺利，住在他埃及主人家里。
39:3	他主人见上主与若瑟同在，又见上主使他手中所做的事，无不顺利；
39:4	为此若瑟在他主人眼中得了宠，令他服事自己，托他管理自己的家务，将所有的一切，都交在他手中。
39:5	自从主人托他管理家务和所有的一切以来，上主为若瑟的原故，祝福了这埃及人的家庭，他家内和田间所有的一切，都蒙受了上主的祝福。
39:6	普提法尔将自己所有的一切，都交在若瑟的手里；只要有他在，除自己所吃的食物外，其余一概不管。若瑟生来体态秀雅，容貌俊美。
	
39:7t	主妇勾引若瑟
	
39:7	这些事以后，有一回，主人的妻子向若瑟以目传情，并且说：「你与我同睡罢! 」
39:8	他立即拒绝，对主人的妻子说：「你看，有我在，家中的事，我主人什么都不管；凡他所有的一切，都交在我手中。
39:9	在这一家内，他并不比我更有权势，因为他没有留下一样不交给我；只有你除外，因为你是他的妻子。我怎能做这极恶的事，得罪天主呢？」
39:10	她虽然天天这样对若瑟说，若瑟总不听从与她同睡，与她结合。
39:11	有这么一天，若瑟走进屋内办事，家人都没有在屋里，
39:12	她便抓住若瑟的衣服说：「与我同睡罢! 」若瑟把自己的外衣，舍在她手中，就跑到外面去了。
	
39:13t	若瑟无罪入狱
	
39:13	她一见若瑟把自己的外衣舍在她手中，跑到外面去了。
39:14	就召唤她的家人来，对他们说：「你们看! 他给我们带来的希伯来人竟敢调戏我啊!他来到我这里，要与我同睡，我就大声呼喊。
39:15	他一听见我高声呼喊，把他的衣服舍在我身边，就跑到外面去了。」
39:16	她便将若瑟的衣服留在身边，等他的主人回家，
39:17	她又用同样的话给他讲述说：「你给我们带来的那个希伯来仆人，竟到这里来调戏我。
39:18	我一高声呼喊，他就把他的衣服舍在我身边，跑到外面去了。」
39:19	主人一听见他妻子对他所说：「你的仆人如此如此对待我的话，」便大发愤怒。
39:20	若瑟的主人遂捉住若瑟放在监里，即囚禁君王囚犯人的地方。他虽在那里坐监，
39:21	上主仍与他同在，对他施恩，使他在狱长眼中得宠；
39:22	因此狱长将监中所有的囚犯都交在若瑟手中；凡狱中应办的事，都由他办理。
39:23	凡交在若瑟手中的事，狱长一概不闻不问，因为上主与他同在，凡他所做的，上主无不使之顺遂。
	
40:0t	第四十章
	
40:1t	若瑟在狱中解梦
	
40:1	这些事以后，埃及王的司酒和司厨得罪了他们的主人埃及王。
40:2	法郎于是对那两个内臣，司酒长和司厨长发了怒，
40:3	将他们囚在卫队长府内的拘留所内，若瑟被囚禁的地方。
40:4	卫队长将他们交给若瑟，若瑟就照管他们。他们在拘留所内过了一些时日，
40:5	那两个被囚在狱里的埃及王的司酒和司厨，在同一夜里，各作了一梦；每人的梦都有它的意义。
40:6	早晨若瑟到了他们那里，见他们面有忧色，
40:7	便问那与他同在自己主人府中监狱里的法郎内臣说：「为什么你们今天面带忧色？」
40:8	他们回答说：「我们各作了一梦，没有人能够解释。」若瑟对他们说：「解梦不是天主的事吗？请你们讲给我听! 」
40:9	司酒长就将自己的梦讲给若瑟听，对他说：「我梦见在我前面有株葡萄树。
40:10	树上有三根枝子，刚发芽，就生出了花朵，花朵结了熟葡萄。
40:11	我手拿著法郎的杯，将葡萄挤在法郎的杯中，将杯递在法郎的手内。」
40:12	若瑟对他说：「这梦的意义就是：三根枝子是指的三天。
40:13	三天以内，法郎要高举你，恢复你的职位：你仍将杯放在法郎的手中，像先前作他司酒时一样；
40:14	但是，当你得志时，请你记得我，望你对我施恩，为我告诉法郎，救我出离这监牢；
40:15	因为我不但是由希伯来人地被拐来的，而且在这里我也没有做过什么使他们将我放在这地牢里的事。」
40:16	司厨长见他解得吉祥，便对若瑟说：「我也作了一梦，梦见在我的头上有三筐白饼。
40:17	最上面的筐内，有为法郎预备的各种食物，有飞鸟来啄食我头上筐里的食物。」
40:18	若瑟回答说：「这梦的意义就是：三筐是指的三天。
40:19	三天以内，法郎要高举你，将你悬在木架上，飞鸟要来啄食你的肉。」
40:20	第三天，适逢法郎的生日，法郎为群臣摆设了盛宴，在群臣中将司酒长和司厨长提出来，
40:21	恢复了司酒长的司酒职，再将杯放在法郎手中；
40:22	至于司厨长，却被悬挂起来，正如若瑟对他们所解释的。
40:23	司酒长却没有记得若瑟，竟将他忘了。
	
41:0t	第四十一章
	
41:1t	法郎连作二梦
	
41:1	过了两年，法郎作了一梦，梦见自己站在尼罗河畔。
41:2	看见从尼罗河中上来了七只母牛，色美体肥，在芦苇中吃草。
41:3	随后，从尼罗河中，又上来了七只色丑体瘦的母牛，站在尼罗河岸上靠近那些母牛身旁。
41:4	这些色丑体瘦的母牛，竟将那七只色美体肥的母牛吞了下去；法郎便惊醒了。
41:5	他又睡下，作了一个梦，梦见在一根麦茎上，生出了七枝又肥又美的麦穗；
41:6	随后，又发出了七枝又细弱，而又为东风吹焦了的麦穗。
41:7	这些细弱的麦穗竟将那七枝又肥又实的麦穗吞了下去。法郎惊醒了，原是一场梦。
41:8	到了早晨，他心烦意乱，遂遣人将埃及所有的术士和贤士召来，给他们讲述了自己的梦，却没有人能给法郎解释。
41:9	那时司酒长向法郎说：「我今天想起了我的过犯。
41:10	有一次陛下对自己的臣仆发怒，将我和司厨长关在卫队长府内的拘留所内。
41:11	我和他在同一夜里，各作了一梦，我们每人的梦都有它的意义。
41:12	在那里有个希伯来少年人与我们在一起，他是卫队长的仆人；当我们把梦告诉了他，他就给我们加以解释，给每个人的梦都说明了它的意义。
41:13	果然，都照他给我们所解释的应验了：我恢复了原职，他却被吊死了。」
	
41:14t	若瑟出狱解梦
	
41:14	法郎于是遣人去召若瑟，人就快把他从地牢里提出来；他剃了头，刮了脸，换了衣服，来到法郎跟前。
41:15	法郎对若瑟说：「我作了一梦，没有人能够解释。我听见人说，你听了梦就能解释。」
41:16	若瑟回答法郎说：「这不是我所能的，只有天主能给陛下一个吉祥的解答。」
41:17	法郎遂向若瑟说：「我梦见我站在尼罗河上，
41:18	看见从河中上来了七只母牛，体肥色美，在芦苇丛中吃草。
41:19	随后，又上来了七只母牛，软弱无力，色丑体瘦，那种丑陋，我在埃及全国从未见过。
41:20	这些又瘦又丑的母牛，竟将先上来的那七只肥母牛吞了下去。
41:21	它们吞下去之后，竟看不出来它们吞了下去，因为它们丑陋的样子和先前一样，我就惊醒了。
41:22	以后我又梦见在一根麦茎上，生出了七枝粗大美丽的麦穗。
41:23	随后，又发出了七枝枯萎细弱而又被东风吹焦了的麦穗。
41:24	这些细弱的麦穗竟将那七枝美丽的麦穗吞了。我讲给了术士们听，但没有人能给我解说。」
41:25	若瑟遂对法郎说：「陛下的梦只是一个。天主已将所要作的告诉陛下：
41:26	七只美好的母牛表示七年，七枝美好的麦穗也表示七年。这原是一个梦。
41:27	随后上来的那七只又瘦又丑的母牛，和那七枝空虚而又被东风吹焦了的麦穗，都表示七年，表示将有七个荒年。
41:28	这即是我对陛下所说：天主已将他要作的显示给陛下了。
41:29	看埃及全国将有七年大丰收。
41:30	继之而来的是七个荒年，那时人都忘记了埃及国曾有过丰收。当饥荒蹂躏此地时，
41:31	谁也觉不到此地曾有过丰收，因为相继而来的饥荒实在太严重了。
41:32	至于陛下的梦重复了两次，是表示这事已由天主命定，天主就快要实行。
41:33	所以陛下现在应当寻找一个聪明，有智慧的人，派他管理埃及国。
41:34	陛下应设法在地方上派定督办，在七个丰年内，徵收埃及国所出产的五分之一；
41:35	使他们将未来丰年内的一切食粮，聚敛起来，将五谷都储藏在陛下手下，贮在城内备作食粮，妥为保管。
41:36	这些食粮应作为本地的存粮，以应付那在埃及国要出现的七个荒年，免得全国因饥荒而灭亡。
	
41:37t	若瑟居高位
	
41:37	这番话使法郎和他的群臣十分赞成，
41:38	于是法郎对他的臣仆说：「像他这样的人，有天主的神住在他内，我们岂能找著另一个？」
41:39	法郎遂对若瑟说：「天主既使你知道这一切，就再没有像你这样聪敏富有智慧的人了。
41:40	你要掌管我的朝廷，我的人民都要听从你的号令；只在宝座上我比你大。」
41:41	法郎又对若瑟说：「看，我立你统治全埃及国。」
41:42	遂由自己手上取下打印的戒指，戴在若瑟手上，给他穿上细麻长袍，将金链戴在他的颈项上；
41:43	又使他坐在自己的第二部御车上，人们在他前面喊说：「跪下! 」法郎就这样立他管理全埃及国。
41:44	法郎又对若瑟说：「我是法郎，没有你的同意，全埃及国，任何人不得做任何事。」
41:45	法郎给若瑟起名叫匝斐纳特帕乃亚，又将翁城的司祭颇提斐辣的女儿阿斯纳特给他为妻。若瑟便出去巡行埃及全国。
	
41:46t	若瑟囤粮
	
41:46	若瑟立于埃及王法郎前时，年三十岁。他由法郎面前出去巡行了埃及全国。
41:47	七个丰年内，土地出产极其丰富。
41:48	若瑟聚敛了埃及国七个丰年内所有的粮食，积蓄在城内；每城城郊田间所出的粮食，也都储藏在本城内。
41:49	这样若瑟聚敛了大量的五谷，多得有如海沙，无法计算，无法胜数。
	
41:50t	若瑟生子
	
41:50	在荒年未来以前，若瑟已有了两个儿子，是翁城的司祭颇提斐辣的女儿阿斯纳特给他生的。
41:51	若瑟给长子起名叫默纳协，说：「天主使我忘尽了我的一切困苦和我父的全家。
41:52	给次子起名叫厄弗辣因，说：「天主使我在我受苦的地方有了子息。」
	
41:53t	一连七个荒年
	
41:53	埃及国的七个丰年一过，
41:54	七个荒年随著就来了，恰如若瑟所预言的；各地都发生了饥荒，唯独全埃及国还有食粮。
41:55	及至埃及全国闹饥荒时，人民便向法郎呼求粮食；法郎对埃及民众说：「你们到若瑟那里去，照他对你们所说的做。」
41:56	当时饥荒弥漫天下，若瑟便开了国内所有的粮仓，将粮食卖给埃及人，因为埃及的饥荒很严重。
41:57	天下的人都来到埃及，向若瑟购买食粮，因为天下各地都大闹饥荒。
	
42:0t	第四十二章
	
42:1t	雅各伯派子购粮
	
42:1	雅各伯见埃及有粮食出售，便对自己的儿子们说：「你们为什么彼此观望？」
42:2	继而说：「我听说在埃及有粮食出售，你们下到那里，给我们购买些粮食，叫我们好活下去，不致饿死。」
42:3	于是若瑟的十个哥哥下到埃及买粮食去了。
42:4	至于若瑟的弟弟本雅明，雅各伯没有叫他与哥哥们同去，因为他想：怕他遇害。
42:5	这样以色列的儿子们也夹在前来购粮的人中，前来购粮，因为客纳罕地也发生了饥荒。
42:6	当时在地方上执政的人是若瑟，给地方上所有人民配售粮食的也是他。若瑟的哥哥们来了，就俯首至地，向他下拜。
42:7	若瑟一见他的哥哥们，就认出他们来，却装做生人，向他们说了一切严厉的话，问他们说：「你们是从那里来的？」他们答说：「我们是从客纳罕地来购买粮食的。」
	
42:8t	若瑟试探哥哥
	
42:8	若瑟认出哥哥们来，他们却没有认出他来。
42:9	于是若瑟想起了他昔日关于他们所作的梦，便对他们说：「你们是探子，前来刺探本地的虚实。」
42:10	他们回答说：「我主! 绝对不是：你的仆人们是来购买粮食的。
42:11	我们全是一个人的儿子，我们是诚实人；你的仆人们从未做过探子。」
42:12	若瑟对他们说：「不，你们前来必是为刺探此地的虚实。」
42:13	他们答说：「你的仆人们原是兄弟十二人，同是客纳罕地一个人的儿子；最小的现今在父亲那里，另一个已不在了。」
42:14	若瑟对他们说：「我才说你们是探子；这话实在不错。
42:15	为此我要考验你们：我指著法郎的生命起誓：如果你们最小的弟弟不到这里来，你们莫想离开此地。
42:16	你们可由你们中派一个人回去，带你们的弟弟来，其他的人暂且拘留，以待证明你们的话是否诚实；如果不是真的，我指著法郎的生命起誓：你们必是探子。」
42:17	于是在拘留所内拘禁了他们三天。
42:18	第三天，若瑟对他们说：「我原是个敬畏天主的人，你们愿意保全性命，应这样做：
42:19	如果你们是诚实人，叫你们兄弟中一个人留在拘留所内，其余的人可带粮食回去，解救家中的饥荒。
42:20	然后给我带你们的小弟弟来，好证实你们的话，你们也不致于死。」他们就这样作了。
42:21	他们彼此说：「我们实在该赔补加害我们兄弟的罪，因为他向我们哀求时，我们见了他心灵痛苦，竟不肯听；为此这场苦难才落到我们身上! 」
42:22	勒乌本就对他们说：「我岂不是对你们说过：不要伤害那孩子吗？你们却不肯听；看，现在要追讨他的血了。」
42:23	他们原不知道若瑟都听得懂，因为在他们中有一翻译员。
42:24	若瑟就由他们前退出去哭了。然后又回来与他们交谈，由他们中提出西默盎在他们眼前将他捆绑起来。
42:25	若瑟遂吩咐人将他们的布袋装满了粮食，将各人的银钱仍放在各人的布袋内，并且还给了他们途中所需要的食物；人就对他们这样做了。
42:26	他们将购得的粮食驮在驴上，就从那里起身走了。
42:27	到了客栈，他们中一人打开了布袋拿料喂驴，看见自己的银钱仍在布袋口，
42:28	遂对兄弟们说：「我的银钱退回来了；看，仍在我的袋里。」他们心惊起来，彼此战栗地说：「天主对我们所作的，是怎么一回事。」
	
42:29t	雅各伯诉苦
	
42:29	他们回到客纳罕地，他们的父亲雅各伯那里，将所遇见的事全告诉他说：「
42:30	那地方的主人对我们说了一些严厉的话，将我们视作刺探那地方的人。
42:31	我们对他说：「我们是诚实人，决不是探子；
42:32	我们原是兄弟十二人，同一父亲的儿子，一个已不在了，最小的现在同我们的父亲在客纳罕地。
42:33	那地方的主人对我们说：为叫我知道你们是诚实人，你们兄弟中一人留在我这里，其余的人带粮食回去解救家中的饥荒；
42:34	然后将你们的弟弟给我带来，那时我才能知道你们不是探子，确是诚实人，我将你们的兄弟还给你们，你们可在这地方自由行动。」
42:35	当他们倒自己的粮袋时，不料各人的钱囊仍在各人的袋内。他们和他们的父亲，一见钱囊，都害怕起来。
42:36	他们的父亲雅各伯对他们说：「你们总是使我丧失儿子：若瑟不在了，西默盎不在了，你们还要带走本雅明! 这一切都落在我身上! 」
42:37	勒乌本对他父亲说：「如果我不将他给你带回来，你可杀死我的两个儿子；只管将他交在我手里，我必再还给你。」
42:38	雅各伯答说：「我儿子不能和你们一同下去，因为他哥哥死了，只剩下了他独自一个；如果他在你们行的路上遇到什么不幸，那你们就要使我这白发老人在忧苦中降入阴府了。」
	
43:0t	第四十三章
	
43:1t	本雅明来埃及
	
43:1	地上的饥荒仍然严重。
43:2	他们吃完了由埃及带来的粮食，父亲对他们说：「你们再去给我们买点粮食来吃! 」
43:3	犹大立即回答父亲说：「那人明明告诉我们说：你们若不带弟弟一起来，你们休想见我的面。
43:4	你若让我们的弟弟与我们一同去，我们就下去给你买些粮食来；
43:5	你若不让他去，我们也不下去；因为那人对我们说过：「你们若不带弟弟与你们一同来，你们休想见我的面。」
43:6	以色列说：「你们为什么这样害我，告诉那人你们还有个弟弟？」
43:7	他们回答说：「那人再三再四问我们和我们的家庭说：「你们的父亲是否还活著？你们是否另有个兄弟？我们只得照这些话答覆他。那里会知道他要说：带你们的兄弟一同下来？」
43:8	犹大又对他父亲以色列说：「你叫孩童与我同去，我们就起身前去；这样，我们和你并我们的幼儿，可以生活，不致饿死。
43:9	我为他担保，你可由我手中要人；如果我不将他带回，交在你面前，我在你前终生负罪。
43:10	假使我们没有迟延，现在第二次也回来了! 」
43:11	他们的父亲以色列对他们说：「如果必须如此，你们就这样做：在行李内带些本地最好的出产，一些香液、蜂蜜、树胶、香料、榧子和杏仁，下去送给那人当作礼物。
43:12	手中多带一倍银钱，将那放在你们粮袋口的银钱，也一并带上，这或者是出于一时的错误。
43:13	并且带著你们的弟弟起身往那人那里去。
43:14	愿全能的天主使你们在那人面前蒙恩，放回你们那个兄弟和本雅明；至于我，如要丧子，就丧子罢! 」
43:15	这一夥人于是带了那些礼物，手中带上双倍银钱，带本雅明起身下到埃及去，到了若瑟面前。
43:16	若瑟一看见他们和本雅明，就对自己的管家说：「带这些人到家里去，宰牲设宴，中午这些人要与我一起吃饭。」
43:17	管家就依照若瑟吩咐的做了，将这些人带到若瑟家中。
43:18	这些人一进入了若瑟的家，就害怕起来，心里想：「他带我们到这里来，定是为了上次放回我们袋里银钱的事，想找我们的错处，加害我们，拿住我们当奴隶，夺取我们的驴。」
43:19	他们于是走到若瑟的管家前，在房门口同他谈起这事，
43:20	说：「我主，请原谅：我们上次下到这里来购买粮食，
43:21	当我们到了客栈，打开我们的布袋时，发见各人的银钱仍在各人的布袋口，我们的银钱一分不少；现在我们又亲手带回来了。
43:22	此外我们手中又带了些银钱，来购买粮食；我们不知道是谁将我们的银钱放在我们的布袋内。」
43:23	管家答说：「请你们放心，不必害怕! 是你们的天主，你们祖先的天主，在你们的布袋里给你们放上了财宝；你们的银钱我已经收了。」以后给他们领出西默盎来。
	
43:24t	若瑟款待兄弟
	
43:24	管家领这些人到了若瑟家里，先给他们拿水洗了脚，然后拿草料喂了驴。
43:25	他们遂将礼物预备好，等候若瑟中午回来；因为听说，他们要在那里吃午饭。
43:26	若瑟回到家里，他们就将手中的礼物献给他，俯首至地向他下拜。
43:27	若瑟先向他们问安，然后说：「你们以前所说的老父好么？还健在么？」
43:28	他们答说：「你的仆人，我们的父亲还好，还健在。」遂又鞠躬下拜。
43:29	若瑟举目，见了他母亲亲生的弟弟本雅明，就问说：「这就是你们对我说的那小弟弟吗？」继而说：「孩子，愿天主保佑你! 」
43:30	若瑟爱弟情切，想要流泪，赶快进了自己的内室，在那里哭了一场；
43:31	然后洗脸出来，勉强抑制自己，吩咐说：「摆饭罢! 」
43:32	人就给若瑟摆了一席，为他们摆了一席，为与若瑟一起吃饭的埃及人另摆了一席；因为埃及人不能同希伯来人一起吃饭，这为他们是个耻辱。
43:33	他们便在若瑟前，安排就坐，全按长幼的次序，长者在上，幼者在下；众兄弟彼此相看，惊奇不已。
43:34	若瑟将自己面前的食物分开，分给他们；但本雅明的一分，比其余的人多五倍。他们遂与若瑟饮酒宴乐。
	
44:0t	第四十四章
	
44:1t	若瑟再试探兄弟
	
44:1	然后若瑟吩咐自己的管家说：「将粮食装满这些人的布袋，他们能带多少，就装多少；将每人的银钱仍放在他的布袋口处，
44:2	再将我的银杯和内最年幼购粮的银钱，一并放在他的布袋口处。」管家就照若瑟吩咐的话做了。
44:3	清早天一发亮，就遣送这些人带著他们的驴走了。
44:4	他们出了城，还不很远，若瑟就对他的管家说：「你起身去追赶那些人，追上他们，就对他们说：你们为什么以恶报善？
44:5	为什么偷去我的银杯？这杯是我主人为饮酒为占卜用的啊! 你们作的实在不对! 」
44:6	管家追上他们，就对他们说了这些话。
44:7	他们回答说：「我主怎么说些这样的话？你的仆人们决不敢做这样的事!
44:8	你看! 我们在布袋口所发现的银钱，还从客纳罕地带回来给了你，我们怎能偷你主人家的金银呢？
44:9	在你仆人中，不论在谁那里搜出来，谁就该死，并且我们都该作我主的奴隶。」
44:10	管家答说：「也好，就照你们的话做；只是在谁那里搜出来，谁该作我的奴隶；你们其余的人可自由离去。」
44:11	于是他们各人急忙将自己的布袋卸下，放在地上，各人打开自己的布袋。
44:12	管家便一一搜查，从年长的开始，到年幼的为止；结果那杯在本雅明的布袋里搜了出来。
44:13	他们遂撕裂了自己的衣服，各人又使驴驮上重载，回城里去了。
44:14	犹大和他的兄弟们进了若瑟的家，若瑟还在那里，他们就在他面前俯伏在地。
44:15	若瑟对他们说：「你们作的是什么事？难道你们不知道像我这样的人会占卜吗？」
44:16	犹大答说：「我们对我主还能说什么？还有什么话可说？我们如何能表白自己？天主已查出了你仆人们的罪恶。我们和在他手里搜出杯来的，都应作我主的奴隶。」
44:17	若瑟答说：「我决不这样做；在谁手里搜出杯来，谁就该作我的奴隶；至于你们，都可平安上去，回到你们父亲那里。」
	
44:18t	犹大自愿代罪
	
44:18	犹大近前对若瑟说：「我主，请原谅，容你仆人向我主进一言，请不要对你仆人动怒，因为你原与法郎无异。
44:19	我主以前曾问仆人们说：你们还有父亲或兄弟吗？
44:20	我们曾回答我主说：还有老父和他老年生的幼儿；他的哥哥死了，他母亲只剩下了他一个；为此父亲非常疼爱他。
44:21	你就对你仆人们说：将他带到我这里来，我要亲眼看看他。
44:22	我们即对我主说：孩子是不能离开他父亲的；如果离开了，他父亲必会死去。
44:23	你对你仆人们说：如果你们的小弟弟不同你们一起下来，你们休想再见我的面。
44:24	我们一上到你仆人，我父亲那里，就将我主的话告诉了他。
44:25	后来我们的父亲说：你们再去给我们买点粮食来。
44:26	我们答说：我们不能下去；除非我们的小弟弟同我们一起，我们才下去；因为我们的小弟弟不同我们在一起，我们不能见那人的面。
44:27	你的仆人，我的父亲就对我们说：你们知道，我的妻子给我只生了两个儿子：
44:28	其中一个离开我出去，我猜想，他是被猛兽撕裂了，到现在，再没有见到他。
44:29	如今你们连这一个也要由我面前带走；倘若他遇到什么不幸，你们就要使我这白发老人在悲痛中下到阴府了!
44:30	现在，如我回到你仆人，我父亲那里，孩童没有与我们在一起，－－他原与这孩童相依为命，－－
44:31	他一见孩童没有与我们在一起，就必死无疑；那你的仆人们就要使你的仆人，我们的父亲带著白发在忧苦中下入阴府了。
44:32	况且你的仆人曾在我父面前为孩童担保说：如果我不将他带回来交给你，我终生在我父前负罪。
44:33	现在请让你的仆人留下，代替孩童给我主为奴，让孩童跟他哥哥们回去。
44:34	如果孩童不与我在一起，我怎能上去见我父亲？我怕看见我父亲遭到不幸! 」
	
45:0t	第四十五章
	
45:1t	若瑟表明身份
	
45:1	若瑟在众侍从前不能再抑制自己，就喊说：「叫众人离开我出去! 」这样，若瑟使兄弟认出自己来时，没有别人在场。
45:2	他便放声大哭，埃及人都听到了，法郎朝廷也听到了。
45:3	若瑟对兄弟们说：「我就是若瑟，我父亲还在吗？」他的兄弟们不能回答，因为在他面前都吓呆了。
45:4	若瑟又对兄弟们说：「请你们近前来。」他们就上前去。若瑟说：「我就是你们卖到埃及的弟弟若瑟。
45:5	现在你们不要因为将我卖到这里便自忧自责；这原是天主派遣我在你们以先来，为保全你们的性命。
45:6	地方上的饥荒才过了第二年，还有五年，不能耕种，不能收割。
45:7	天主派遣我在你们以先来，是为给你们在地上留下后裔，给你们保全多人的性命。
45:8	所以叫我到这里来的并不是你们，而是天主；是他立我作法郎之父，作他全家的主人，作全埃及地的总理。
45:9	你们急速上到我父亲那里，对他说：你的儿子若瑟这样说：天主立我作了全埃及的主人，请你下到我这里来，不要迟延。
45:10	你和你的儿孙，以及你的羊群牲畜，并你一切所有，都可住在哥笙地，离我不远，
45:11	我好在那里奉养你，免得你和你的眷属，并你一切所有陷于贫乏，因为尚有五年饥荒。
45:12	看你们和我的弟弟本雅明都亲眼见到，是我亲口在对你们说话。
45:13	你们要将我在埃及的一切光荣，和你们亲见的一切，都告诉我父亲，尽速带我父亲下到这里来。」
45:14	说毕，便扑在他弟弟本雅明的颈上哭起来了，本雅明也伏在他颈上哭泣。
45:15	然后与众兄弟亲吻，抱著他们痛哭。这以后，他的兄弟们才敢与他交谈。
	
45:16t	法郎面谕若瑟迎父
	
45:16	法郎朝廷听说若瑟兄弟来了的消息，法郎和他的臣仆都很高兴。
45:17	法郎便对若瑟说：「你对你的兄弟们说：你们应这样做：备好牲口，立即往客纳罕地去，
45:18	接你们的父亲和家眷到我这里来，我愿赐给你们埃及地最好的出产，使你们享受本地的肥物。
45:19	你再吩咐他们说：你们应这样做：从埃及带些车辆去接你们的子女和妻子，并把你们的父亲接来；
45:20	不要顾惜你们的物品，因为全埃及地最好的出品都归你们享用。」
45:21	以色列的儿子们就这样做了。若瑟依照法郎的吩咐，给了他们一些车辆和路上用的食粮；
45:22	又给了每人一套新衣，至于本雅明，却给了他三百银钱和五套新衣；
45:23	同样，给他父亲送去十匹公驴，满载埃及最好的出品，十匹母驴，满载粮食面饼，和为父亲路上用的食品。
45:24	随后打发他的兄弟们走了；当他们离别时，对他们说：「路上不要争吵! 」
	
45:25t	兄弟归家迎父
	
45:25	若瑟的兄弟们由埃及上到客纳罕，他们父亲雅各伯那里，
45:26	告诉他说：「若瑟还活著，而且做了全埃及国的总理。」雅各伯听了心中淡然，并不相信。
45:27	及至他们将若瑟对他们所说的话，全讲给他听，他又看了若瑟打发来接他的车辆，他们的父亲雅各伯的心神才苏醒过来。
45:28	以色列于是说：「只要我儿若瑟还在，我就心满意足了；在我未死以前，我该去见他一面。」
	
46:0t	第四十六章
	
46:1t	雅各伯迁往埃及
	
46:1	以色列遂带著他所有的一切出发，来到了贝尔舍巴，向他父亲依撒格的天主献了祭，
46:2	当夜天主在神视中对以色列说：「雅各伯、雅各伯!」他答说：「我在这里。」
46:3	天主说：「我是天主，你父亲的天主。你不要害怕下到埃及去，因为我要使你在那里成为一大民族。
46:4	我与你一同下到埃及，也必使你再上来；若瑟要亲手合上你的眼。」
46:5	雅各伯遂由贝尔舍巴起程。以色列的儿子们扶自己的父亲雅各伯和自己的孩子及妻子，上了法郎派来接他的车，
46:6	带了家畜和在客纳罕地积聚的财物，一同向埃及进发：这样雅各伯和他所有的孩子，
46:7	即他的儿子、孙子、女儿、孙女，他的一切孩子，都一同来到了埃及。
	
46:8t	雅各伯的子孙
	
46:8	以下是来到埃及的以色列人，雅各伯和他子孙的名单：雅各伯的长子勒乌本；
46:9	勒乌本的儿子：哈诺客、帕路、赫兹龙和加尔米；
46:10	西默盎的儿子：耶慕耳、雅明、敖哈得、雅津、祚哈尔和客纳罕女子的儿子沙乌耳；
46:11	肋未的儿子：革尔雄、刻哈特和默辣黎；
46:12	犹大的儿子：厄尔、敖难、舍拉、培勒兹和则辣黑：厄尔和敖难已死在客纳罕地。培勒兹的儿子：赫兹龙和哈慕耳；
46:13	依撒加尔的儿子：托拉、普瓦、雅叔布和史默龙；
46:14	则步隆的儿子：色勒得、厄隆和雅赫肋耳：
46:15	以上是肋阿在帕丹阿兰给雅各伯生的子孙；还有他的女儿狄纳：男女子孙共计三十三人。
46:16	加得的儿子：漆斐雍、哈基、叔尼、厄兹朋、厄黎、阿洛狄和阿勒里；
46:17	阿协尔的儿子：依默纳、依市瓦、依市伟、贝黎雅和他们的姊妹色辣黑；贝黎雅的儿子赫贝尔和玛耳基耳：
46:18	以上是拉班给他的女儿肋阿的婢女齐耳帕，给雅各伯生的子孙，共计十六人。
46:19	雅各伯的妻子辣黑耳的儿子：若瑟和本雅明；
46:20	翁城的司祭颇提斐辣的女儿阿斯纳特在埃及地给若瑟生了默纳协和厄弗辣因；
46:21	本雅明的儿子：贝拉、贝革尔、阿市贝耳、革辣、纳阿曼、厄希、洛士、慕平、胡平和阿尔得：
46:22	以上是辣黑耳给雅各伯生的子孙，共计十四人。
46:23	丹的儿子：胡生；
46:24	纳斐塔里的儿子：雅赫则耳，古尼，耶则尔和史冷：
46:25	以上是拉班给他的女儿辣黑耳的婢女彼耳哈，给雅各伯生的子孙，共计七人。
