1:-2t	厄则克耳	
39:3 	在那里我要打掉你左手上的弓，打落你右手上的箭。	
39:4 	你和你所有的军队，以及同你联合的众民，都要丧亡在以色列的山上；我要使你成为各种猛禽和野兽的食物。	
39:5 	你要丧亡在原野之上，这原是我亲口说的──吾主上主的断语──	
39:6 	我要使火降到玛哥格和那些安居在群岛的人们身上：如此，他们必承认我是上主。	
39:7 	我也要在我的百姓以色列中间，显扬我的圣名，再不让我的名受到亵渎：如此，异民便承认我是上主，是以色列的圣者。	
39:8 	看，我所说的那一天，已经来近，必要实现──吾主上主的断语。	
		
39:9t	哥格的惨败	
39:9 	那时，住在以色列各城的人必要出来，点火焚烧武器：有大小盾牌、弓、箭、枪和茅；他们将用来烧火，七年之久。	
39:10	他们不必到田间拾柴，也不必到林中伐木，因为也武器可作柴烧；他们还要抢夺那些抢夺过他们的人，劫掠那些劫掠过他们的人──吾主上主的断语──	
39:11	在那一天，我要在以色列把一出名的地方，即死海以东阿巴陵山谷，给哥格作坟地；这山谷使过路的人止步，哥格和他的一切军队要埋在那里，因此人叫那地方为『哥格群众谷。』	
39:12	以色列家族埋葬他们，为清除此地，要费时七个月。	
39:13	那地方的全体百姓都要埋葬他们。在我显示光荣的日子，为他们也要光荣──吾主上主的断语──	
39:14	他们还要派定一些人不断巡逻那地，寻找在那地方遗留下的尸体，为清除那地；七个月之后它们仍继续寻找。	
39:15	过路的人经过那地的时候，若发见一个人的骨骸，就在他旁边放一个记号，等待埋葬的人将他埋葬在『哥格群众谷。』	
39:16	那里有一座城，要叫哈摩纳。他们就这样清除了那地。	
39:17	吾主上主这样说：人子，你要向各种飞鸟，各样野兽说：你们应集合前来，从四方来参加我给你们在以色列山上所准备的隆重祭餐，你们要吃肉饮血。	
39:18	你们要吃将士的肉，饮各地王侯的血；还有山羊、绵羊、公山羊、牛犊，都是巴商的肥畜。	
39:19	你们要在我给你们准备的祭餐中，吃肉吃到饱，饮血饮到醉。	
39:20	你们在我的宴席上要饱食马肉，战马、将士和所有军人的肉──吾主上主的断语。	
		
39:21t	天主的圣名得光荣	
39:21	我要在异民中显示我的光荣，万民要看见我所施行的惩罚，看见是我举手打击了他们。	
39:22	从那天起，以色列家族必要承认我，上主是他们的天主。	
39:23	异民也要知道以色列家族充军，是为了他们的罪恶，因为他们违背了我，我遂掩面不顾他们，把他们交在敌人手中，全都丧身刀下。	
39:24	我按他们的罪过和恶行对待了他们，掩面不看他们。	
39:25	为此吾主上主这样说：现今我要转变雅各伯的命运，怜恤以色列家族。为我的圣名而大发妒火。	
39:26	当他们安居在自己的地域中，没有人来惊扰时，他们将忘记自己的耻辱和违背我所犯的一切抗命之罪。	
39:27	当我从各民族中把他们领回，从他们敌人的地方聚集他们，在众异民眼前，在他们身上显圣时，	
39:28	他们必承认我上主是他们的天主，因为我将他们放逐于异民之中以后，又把他们聚集到自己的地方，一个也没有留在异民中。	
39:29	我不再掩面不看他们，因为我将我的神已倾注于以色列家族──吾主上主的断语。」	
		
		
40:0t	第四十章(49)	
		
40:1t	新圣殿的神视	
40:1 	我们充军后第二十五年，京城被毁后第十四年，年初，月之初十日，就在这一天，上主的手临于我。	
40:2 	在神视中领我来到以色列地，把我放在最高的山上，山的南方有座像城的建筑物。	
40:3 	他领我到了那里，看，有一个人，面色似铜，手中拿着一条麻绳和测量竿。他站在门楼旁。	
40:4 	那人对我说：「人子，你要用眼看，用耳听，留意我向你指示的一切，因为我引你到这里来，为叫你看见；凡你所见的，你要告诉以色列家族。」	
		
40:5t	垣墙	
40:5 	看，在殿外四周有一道围墙。那人手中拿的测量竿长六肘──肘是一肘加一掌──他用竿量了墙：宽一竿，高一竿。	
		
40:6t	外东门	
40:6 	他来到面朝东的门楼，上了石级，量了门限，宽一竿；	
40:7 	量了守卫房：长一竿，宽一竿；房与房之间相离五肘；内里门廊的门限，为一竿。	
40:8 	又量了内里的门廊，	
40:9 	为八肘，壁柱厚二肘，门廊是在内里。	
40:10	东门楼的守卫房，这边三间，那边三间；三间的尺寸相同，两边壁柱的尺寸也相同。	
40:11	量了门口的宽度，为十肘；门的信道为十三肘宽。	
40:12	守卫房前面有栅栏，两边各突出一肘。守卫房各边为六肘。	
40:13	量了门楼，由守卫房顶到对面守卫房顶，宽二十五肘；门与门相对。	
40:14	量了门廊，为二十肘；通过门廊，即是外院。	
40:15	由门楼的前面到内里门廊的前面，共五十肘。	
40:16	门楼四周，在守卫房和墙壁上，有向内斜带棂的窗户；走廊四周也有这样向内的窗户。壁柱上有棕榈枝。	
		
40:17t	外院	
40:17	他引我到了外院；看，有廊房，在庭院四周修的有铺道，铺道上有廊房三十间。	
40:18	在各门楼旁边也有铺道，同门楼一样长，这是低铺道。	
40:19	他由下门楼前面，量到内院门楼前面，共一百肘宽。然后他向北走去。	
		
40:20t	外北门	
40:20	看，在外院有一座面朝北的门楼。他量的门楼的宽和长。	
40:21	守卫房，两边各有三间；壁柱和走廊，如上面所有的尺寸一样：五十肘长，二十五肘宽。	
40:22	窗户、走廊、棕榈枝、如朝东的门楼所有的尺寸一样。上去的台阶有七级，直达面前的走廊。	
40:23	外北门的对面有一座通内院的门楼，与东门楼一样；量了门楼与门楼的距离，为一百肘。	
		
40:24t	外南门	
40:24	他又领我往南走，看，朝南有一座门楼；他量了壁柱和走廊，尺寸与前面的相同。	
40:25	走廊四周也有窗户，一如上述的窗户。门楼五十肘长，二十五肘宽。	
40:26	上去的台阶有七级，直达面前的走廊；两边的壁柱上都有棕榈枝。	
40:27	通内院朝南也有一座门楼。量了二门楼之间的距离，为一百肘。	
		
40:28t	内南门	
40:28	他领我由南门走进内院，量了南门楼，尺寸与上述者相同。	
40:29	守卫房、壁柱和走廊，一如上述的尺寸；走廊四周也有窗户；门楼五十肘长，二十五肘宽。	
40:30	四周共五十肘长，二十五肘宽。	
40:31	门廊面向外院，壁柱上也有棕榈枝。上去台阶有八级。	
		
40:32t	内东门	
40:32	他引我到了面朝东的内院门楼，量了门楼，尺寸有如上述。	
40:33	守卫房、壁柱和走廊，尺寸有如上述；走廊四周也有窗户。门楼长五十肘，宽二十五肘。	
40:34	门廊面向外院；两边壁柱上也有棕榈枝。上去的台阶有八级。	
		
40:35t	内北门	
40:35	他引我到了北门楼，量了门楼，尺寸有如上述。	
40:36	守卫房、壁柱和走廊，四周也有窗户；门楼长五十肘，宽二十五肘。	
40:37	门廊面向外院；两边壁柱上也有棕榈枝。上去的台阶有八级。	
		
40:38t	宰牲石桌	
40:38	在门楼的门廊两旁，各有一间有门的厢房，在里面洗涤全燔祭牲。	
40:39	在门廊两边，每边有两张桌子，在上面宰杀全燔祭、赎罪祭和赎过祭牺牲。	
40:40	在登上门廊的入口处的北面，靠外的一面有两张桌子，在门廊的另一面也有两张桌子。	
40:41	门楼旁边，每边有四张桌子，共八张，在上面宰杀祭牲。	
40:42	又有四张为全燔祭用的桌子，都是四方石头砌成的：长一肘半，宽一肘半，高一肘；上面放宰杀全燔祭牺牲和其它祭牲的用具。	
40:43	屋内四周钉有一掌长的挂钩，桌上放有祭肉。	
		
40:44t	司祭厢房	
40:44	他领我走到内院，看见在内院中，有两座厢房：一座靠北门的厢房，面朝南；一座看南门的厢房，面朝北。	
40:45	他对我说：「那面朝南的厢房是为在殿内供职的司祭之用，	
40:46	那面朝北的厢房是为在祭坛前供职的司祭之用，他们是肋未的后代中，走近祭坛供职的匝多克的子孙。」	
40:47	他量了庭院：长一百肘，宽一百肘，为四方形；在殿前有一祭坛。	
		
40:48t	圣殿走廊	
40:48	他领我进了圣殿的门廊，量了门廊的壁柱，两边各有五肘。门宽十四肘，墙壁每边三肘。	
40:49	门廊长二十肘，宽十二肘；上去的台阶有十级。靠着壁柱，有二柱，每边一柱。	
		
		
41:0t	第四十一章(26)	
		
41:1t	圣所	
41:1 	他领我到了圣所，量了壁柱，两边，各厚六肘；	
41:2 	门口宽十肘；门口两边的墙，各为五肘；他又量了圣所的长度为四十肘，宽为二十肘。	
		
41:3t	至圣所	
41:3 	他进到里面，量了门口的壁柱，厚二肘，入口六肘，门口总宽七肘。	
41:4 	量了圣所的尽头长二十肘，宽二十肘。以后对我说：「这是至圣所。」	
		
41:5t	厢楼	
41:5 	他量了殿墙，厚六肘；沿殿周围的厢房，宽四肘。	
41:6 	厢房一层在另一层之上，共三层，每层三十间。厢房周围靠着殿墙，有突出的墙，为衔接厢房，免得嵌在殿墙内。	
41:7 	厢房越高越宽，因为周围圣殿的墙越高越窄，为此上边的房间较宽。人由下层可登至中层，再登往上层。	
41:8 	我见殿周围有一高台，为厢房的基础，台脚高一竿，即六肘。	
41:9 	厢房的外墙厚五肘。在靠殿的厢房之前的人行道，也宽五肘。	
41:10	厢房之外有二十肘宽的空地，环绕着殿的四周。	
41:11	厢房的门向着人行道：一朝北，一朝南；人行道宽五肘。	
		
41:12t	无顶建筑物	
41:12	在空地的西面有一建筑物：宽七十肘，长九十肘；这建筑物周围的墙厚五肘。	
		
41:13t	圣殿面积	
41:13	他量了圣殿，长一百肘：包括空地、建筑物和墙，共长一百肘。	
41:14	圣殿的前面和东边的空地，共宽一百肘。	
41:15	他量了圣殿后边的建筑，连空地和墙在内，由这一端到另一端，共长一百肘。	
		
41:16tt	圣所内部的装修	
		
41:16t	至于圣所内部和外边的门廊、	
41:16	门框、带棂的窗和三面的围墙，以及门限周围都镶上木板，由地到窗──窗是遮蔽的；	
41:17	直到门上边，以至殿的内部和外部；周围所有的，里面和外面的墙上，都有雕像，	
41:18	雕刻着革鲁宾和棕榈枝，棕榈枝在革鲁宾与革鲁宾之间；革鲁宾有两个面貌：	
41:19	人的面貌向着这边的棕榈枝，狮的面貌向着那边的棕榈枝；全殿四周都是这样。	
41:20	由地到门上边，圣所的墙上都雕刻着革鲁宾和棕榈枝。	
41:21	圣所的门框是方的。在至圣所前面，有一座看似木头的祭坛：	
41:22	高三肘，长宽各二肘；角、底座和镶板，都是木的。以后他对我说：「这是在上主前的祭桌。」	
41:23	圣所与至圣所各有两门，	
41:24	门各有两扇，每扇又有两页；可以折叠。每一扇门都有两页。	
41:25	门扇上都雕刻着革鲁宾和棕榈枝，像墙上刻的一样。门廊外的前面有木做的飞檐。	
41:26	门廊两边与靠殿的厢房墙上，有有棂的窗和棕榈枝，还有飞檐。	
		
		
42:0t	第四十二章(20)	
		
42:1t	司祭的楼房	
42:1 	以后他领我出来，到了内院的北部，引我来到位于空地前，向北的建筑物前的楼房那里。	
42:2 	楼长一百肘，宽五十肘，	
42:3 	是在内院空地与外院铺道的前面，走廊与走廊相对，楼房共有三层。	
42:4 	楼房前面有向内的过道，宽十肘，长一百肘，门都朝北。	
42:5 	楼上层房屋比下层与中曾的较窄，因为上层有走廊占去了面积。	
42:6 	因为楼房有三层，没有像外院所有的柱子，上层的比地上的下层和中层的较窄。	
42:7 	沿着楼房外边，靠着外院有道墙，长五十肘，立在楼房前面，	
42:8 	因为靠近外院的楼房长五十肘，靠近殿的楼房为一百肘。	
42:9 	在这些房屋下边，有个向东方的入口，为由外院来的人进入。	
42:10	入口开在院墙的横面。在南边，在空地与建筑物的前面，也有楼房。	
42:11	在楼房前面有相似北边的楼房所有的信道。长、宽、出路、位置和门与北边的楼房完全一样。	
42:12	在南边楼房的下边，在墙的开端，空地和建筑之前有一入口，为由东边来的人进入。	
42:13	以后他又对我说：「空地前南北两面的楼房，都是圣的，走近上主的司祭在那里吃至圣之物，并在那里存放至圣之物，如供物、赎罪祭与赎过祭肉，因为此地是圣的。	
42:14	司祭进入此处之后，不可直接由此圣地出去，前往外院，必须先在那里脱去自己供职时所穿的衣服，因为那些衣服也是圣的，应换上别的衣服，然后方可走近人民所在的地方。	
		
42:15t	隔开圣与俗的垣墙	
42:15	他测量完了圣殿的内部，就领我从面朝东的门出来，量了周围：	
42:16	他用测量竿量了东边，依测量竿为五百肘；	
42:17	他又量了北边，依测量竿为五百肘；	
42:18	又量了南边，依测量竿为五百肘；	
42:19	又转身量了西边，依测量竿为五百肘。	
42:20	他周围量了四边环绕圣殿的垣墙，长五百肘，宽五百肘，为分开圣地与俗地。	
		
		
43:0t	第四十三章(27)	
		
43:1t	上主返回圣殿	
43:1 	他领我到了面朝东的门那里。	
43:2 	看，以色列天主的光荣由东方而来，有一种响声，像大水的澎湃声，大地也因他的光荣而炫耀。	
43:3 	我所见的神视与我前次来摧毁城市时所见的神视相似，神视的情形也与我以前在革巴尔河畔所见的神视一样。于是我就伏地掩面。	
43:4 	上主的光荣由朝东的门进入圣殿。	
43:5 	神力将我提起，领我进入内院。看，上主的充满了圣殿。	
		
43:6t	新圣殿为天主所居	
43:6 	当那人站在我身旁时，我听见殿内有一位向我说话的，	
43:7 	对我说：「人子，这是安放我宝座的地方，这是我脚掌所踏的地方，我愿在这里永远住在以色列子民中。以色列家族，他们和他们的的君王，不再以淫乱和自己君王的尸体，玷污我的圣名。	
43:8 	因为他们靠着我的门限安置他们的门限，在我与他们之间仅有一墙之隔。他们曾以自己所行的邪恶之事玷污了我的圣名，为此，我发怒将他们予以消灭。	
43:9 	现今他们要从我面前，除去他们的淫乱和君王的尸体，这样我要永远住在他们中。	
43:10	人子，你要向以色列家族阐述这圣殿，使他们对自己的所行感到惭愧；阐述圣殿的完美和构造，	
43:11	叫他们对自己的所行的丑事而感到惭愧。你要划出殿的图形、结构、出路、进口和所有的式样，并将各种规定和和种法律告知他们，在他们眼前写出好叫他们遵守各种法律和规定，一一奉行。	
43:12	这是关于圣殿的规定：山顶周围所有之地，是神圣不可侵犯的。	
		
43:13t	全燔祭坛	
43:13	祭坛按肘──肘为一肘加一掌──的尺寸如下：底座高一肘，边宽一肘，在底座四周边缘有一掌深的沟漕：这是坛座。	
43:14	地上的底座到下层台座高二肘，边宽一肘；从小台座到大台座高四肘，边宽一肘。	
43:15	至于坛炉，高四肘；坛炉之上有四个角突出，高一肘。	
43:16	坛炉一二肘畏，十二肘宽；四面成一正方形。	
43:17	台座十四肘长，面面共十四肘宽；四周有半肘的沟槽；周围还有宽一肘的底座。石阶向东。	
		
43:18t	祝圣祭坛礼	
43:18	以后他对我说：「人子，吾主上主这样说：祭坛造成之日，在上面献全燔祭和洒血的规定如下：	
43:19	你应给那走近我事奉我的匝多克的后裔肋未司祭──吾主上主的断语──一头牛犊，献为赎罪祭。	
43:20	你要取血涂在祭坛的四角，台座的四角和周围的沟槽上，应这样为祭坛赎罪取洁。	
43:21	此外，再取一头公牛作赎罪祭，在圣殿固定的地方，圣所之外，将它焚化。	
43:22	第二天要献一只无瑕的小公山羊为赎罪祭，如献公牛犊所行的一样，为祭坛取洁。	
43:23	你行完赎罪祭之后，应献一头无瑕的公牛和羊群中一只无瑕瑕的公羊，	
43:24	把它献在上主前，司祭在上面撒上盐，献予上主为全燔祭。	
43:25	七天之久，你应每天献一只公山羊为赎罪祭，还应献一头公牛和羊群中一只公羊，都应纯洁无瑕。	
43:26	七天之久为祭坛赎罪取洁，予以祝圣。	
43:27	这日期满了，即第八日及以后，司祭才可以在祭坛上奉献你们的全燔祭与和平祭，如此我才喜悦你们──吾主上主的断语。」	
		
		
44:0t	第四十四章(31)	
		
44:1t	东门的用途	
44:1 	他领我回到圣殿朝东的外门，门却关着。	
44:2 	他对我说：「这门必关闭不开，任何人不得由此门而入，因为上主以色列的天主已由此门而入，为此常应关闭。	
44:3 	至于元首，因为他是元首，惟有他可坐在里面，在上主前进食；他由门廊的路而入，亦由原路而出。」	
		
44:4t	外方人不准进圣殿	
44:4 	以后，他领我由北门到圣殿，我一看，看见上主的光荣上主的殿，我便伏地掩面。	
44:5 	上主对我说：「人子，我对你所说上主殿内的所有定和法律，你要留心，要眼看耳听，又要注意准入圣殿的规则。	
44:6 	你对叛逆的以色列家族说：吾主上主这样说：以色列家族，你们所行的一切丑恶之事，该够了吧!	
44:7 	当你们奉献给我食品、脂肪和牲血时，竟引领心身未受割损的外方人进入我的圣所，亵渎我的殿宇；这样以你们的一切丑恶，破坏了我的盟约。	
44:8 	你们的既不在我圣所内供职，却派他们代你们在我圣所内供职。	
44:9 	为此吾主上主这样说：一切心身未受割损的外邦人，以及所有在以色列子民中的外邦人，不得进入我的圣所。	
		
44:10t	肋未人只可充侍役	
44:10	至于肋未人，当以色列堕落，离开我而追随他们的偶像时，他们也脱离了我，他们必要承认自己的罪债。	
44:11	他们在我圣所内供职，只能充当看守殿门的，作的侍役，为百姓宰杀全燔祭和其它祭牲，站在他们面前，给他们服务。	
44:12	因为他们曾在百姓的偶像前给他们服务过，做了以色列家族的胖脚石，为此我必举手反对他们──吾主上主的断语──他们必要承担自己的罪债。	
44:13	他们不得走近我，也不得接我的的一切圣物，和至圣之物；反要自己的羞辱和所行的一切丑恶。	
44:14	我只委派他们在圣殿供职，服各种劳役，做其中应做的一切事务。	
		
44:15t	对司祭的各种规定	
44:15	惟有那些在以色列子民堕落我时，仍然为我的圣所供职的匝多克的儿子，肋未司祭们，可走近我，服事我，侍立我前，给我奉献脂油与牲血──吾主上主的断语──	
44:16	他们可进入我的圣所，起近我的祭桌，服事我，奉行给我供职的事。	
44:17	几时他们进入内院的门，应身穿麻衣；当他们在内院门内或在圣殿供职时，不可穿羊毛衣。	
44:18	他们头上应戴麻布头巾，腰间应穿麻巾裤子，不可穿容易出汗的衣服。	
44:19	但他们几时要出去到外院百姓那里时，应脱去供职的衣服，放在圣所的厢房内，穿上别的衣服，免得因自己的祭服使百姓沾污圣洁。	
44:20	你们不可剃头，也不可让头发自由生长，应该修剪头发。	
44:21	任何司祭要进入内院时，不可饮酒。	
44:22	他们不可娶寡妇或弃妇为妻，应娶以色列家族的处女为妻；或娶司祭的寡妇。	
44:23	二十应教训我的百姓区别圣与俗，知道洁与不洁。	
44:24	在诉讼上，他们应充任裁判，按我的法律定断；他们在我的各种庆节上，应遵守规我的法律和规律，又应圣化我的安息日。	
44:25	他们不可走近死人，免得沾染不洁；但为父母子女、兄弟和未嫁的姊妹，可自染不洁。	
44:26	在他取洁以后，再过七天，	
44:27	他要进入圣所，进内院，为在圣所内供职的那一天，应奉献赎罪祭──吾主上主的断语──	
44:28	他们不可有产业；在以色列也不可分给他们地业我是他们的地业。	
44:29	他们可以吃素餐，赎罪祭和赎过祭：凡在以色列所献的禁物，都应归于他们。	
44:30	各种初熟之物，和你们藉举祭所献的一切祭物，都应归于司祭；此外，将你们粗麦面中最好的一份，分与司祭，好叫祝福降在你们家庭中。	
44:31	凡自然死或被猛兽撕裂的飞禽走兽，司祭都不可吃。」	
		
		
45:0t	第四十五章(25)	
		
45:1t	献于上主的保留地	
45:1 	「当你们抽签分地作为产业时，应将一块圣地献给上主，当作献地，长二万五千肘，宽二万肘。凡在这范围之内的地全是圣的。	
45:2 	其中一个作为圣所，长百肘；四面成方形，周围有空地，宽五十肘。	
45:3 	在这一区量出二万五千肘，一万肘宽的地方其中应有圣所；	
45:4 	这块圣地，应归于在圣所内为服事上主供职的司祭，作为的住处和他们羊群的牧场。	
45:5 	另一块五千肘长，一万肘宽的地方，归于在殿内服务的肋未人，作为他们的地业，及他们居住的城邑。	
		
45:6t	京城和元首之地	
45:6 	再划出建京城的地段，宽五千肘，长二万五千肘，在保留的献地之旁，归于全以色列家族。	
45:7 	在保留的献地，和建城的地段的两旁，紧靠着保留的献地和建城的地段，由西边往西，由东边往东的土地，全归于元首。西边的边界，东边的边界，其长与其它支派所分得的土地相同。	
45:8 	这是在以色列划归元首的领土：这样，我的元首不再压迫我的百姓，并将土地留给以色列家族及他们的各支派o	
		
45:9t	元首的义务与权利	
45:9 	吾主上主这样说：「以色列的元首，你们该舒了吧!你们应放弃强暴与抢掠，实行正义与公道，你们不要再向我的人民横征暴敛──吾主上主的断语──	
45:10	你们应用公平的天平，准确的「厄法」，准确的「巴特」。	
45:11	「厄法」和「巴特」的容量应当相等：即一「巴特」等于「荷默尔」的十分之一，十分之一「荷默尔」即一「厄法。」分量应依照「荷默尔」而十定。	
45:12	一「协刻耳」应为二十「革辣。」二十「协刻耳」加二十五「协刻耳」，再加十五「协刻耳」，为你们是一「米纳」。	
45:13	你们应奉上的献仪如下：由一「荷默尔」小麦，，应献六分之一「厄法」；由一「荷默尔」大麦，也应献六分之一「厄法」。	
45:14	对油的规定由一「苛尔」油，应献十分之一「巴特」，因为十「巴特」为一「荷尔」。	
45:15	由以色列茂盛的牧场，每二百只羊中取出一只羔羊献为供物，做全燔祭与笸平祭，为自己赎罪──吾主上主的断语──	
45:16	全国人民应将这样的献仪交给以色列的元首；	
45:17	元首在庆节、月朔和安息日，以及以色列家族所有的庆节，应备办全燔祭、素祭和奠祭，又应备办赎罪祭、素祭、全燔祭与和平祭，为以色列家族赎罪。」	
		
45:18t	各庆节的祭献	
45:18	吾主上主这样说：「正月初一，你应取一头无瑕的公牛犊，为圣所取洁。	
45:19	司祭应取赎罪祭祭牲的血，涂在圣殿的门框上，祭坛座的四角上，和内院的门框上。	
45:20	正月初七，为那不慎误犯的人，也应照样行，为圣殿取洁。	
45:21	正月十四，你们应过逾越节，七天吃无酵饼。	
45:22	在那一天，元首应为自己和本国人民献一头公牛犊，为赎罪祭。	
45:23	七天的庆节，他应向上主献全燔祭；七天内每天应献七头无瑕的公牛犊，和七只无瑕的公羊；每天献一只小山羊，为赎罪祭。	
45:24	还应献素祭：为每头公牛犊献一「厄法」面；为一「厄法」面加一「辛」油。	
45:25	七月十五日的庆节，他应献同样的祭品；七天之久应献同样的赎罪祭、全燔祭、素祭和油。」	
		
		
46:0t	第四十六章(24)	
		
46:1t	安息日与月朔的祭献	
46:1 	吾主上主这样说：「内院朝东的大门，六天劳作的日子应关闭，安息日应敞开，月朔之日，也应敞开。	
46:2 	元首应由外门经门廊进入，站在门框旁，此时司祭奉献给他的全燔祭与和平祭。他在门限上朝拜后，就出去。这门直到晚上不应关闭。	
46:3 	安息日和月朔，本国的人民也在这门口，在上主前朝拜。	
46:4 	安息日，元首应献于上主的全燔祭，应是无瑕的羔羊六只，无瑕的公羊一只。	
46:5 	至于同献的素祭，为一只公羊献一「厄法」面，为羔羊的素可随奉献。为一「厄法」面加一「辛」油。	
46:6 	在月朔之日，应献无瑕的公牛犊一头，羔羊六只，公羊一只，都应是无瑕的。	
46:7 	至于同祭的素祭，为一头公牛献一「厄法」面，为一只公羊献一「厄法」面，为羔羊的素祭随意奉献。为一「厄法」应加一「辛」油。	
46:8 	元首住入时，应从门廊进，并由原路出。	
46:9 	每逢庆日，本国人到上主面前时，凡由北门进来朝拜的，应由南门出去；由南门进来的，应由北门出去。谁也不可从他进来的门出去，但该从对面的门出去。	
46:10	元首常应在百姓中，几时百姓进来，他也进来；几时百姓出去，他也出去。	
		
46:11t	其它祭献的规定	
46:11	每逢庆日和庆典，同献的素祭，为每头公牛犊，献一「厄法」面，为每只公羊献一「厄法」面，为羔羊可随意奉献；为一「厄法」面加一「辛」油。	
46:12	几时元首自愿献全燔祭或和平祭，作为上主的自愿祭，就给他敞开朝东的门，他献的全燔祭或和平祭，像安息日所行的一样，以后就出去；他出去后，即关上大门。	
46:13	你应每日奉献给上主一只无瑕当年的羔羊为全燔祭，应每天早晨奉献。	
46:14	每天早晨又应同时献素祭，献六分之一「厄法」及三分之一「辛」油调和的细面，献给上主作素祭：这是恒常全燔祭的规定。	
46:15	为此每天早晨应奉献羔羊，素祭和油：这是恒常的全燔祭。」	
		
46:16t	元首的产业	
46:16	吾主上主这样说：「如果元首将自己的一分产业赐给自己的儿子，这产业就归他的儿子所有。他们可据为己有。	
46:17	但是，如果他将自己的一分产业赐给自己的一个臣仆，直到「释放年」归他所有；以后，仍归元首。只有赐给儿子的产业，永归儿子。	
46:18	元首不应强取人民的业，夺取他们的的土地，他应拿自己的土地给儿子作产业，免得我百姓中有人从自己的土地上疲赶走。」	
		
46:19t	煮祭牲之所	
46:19	以后，他领我由大门旁的入口，到圣所北面的司祭楼房那里。看，西面的尽头有块地方。	
46:20	他对我说：「这是司祭煮赎过祭和赎罪祭牲并烤素祭的地方，免得带到外院仗百姓沾染圣洁。」	
46:21	他引我到了外院，叫我走遍庭院金角，在庭院的每个角上有个小庭院。	
46:22	庭院四角的小庭院，长金十肘，宽三十肘，都有一样的尺寸。	
46:23	四个小庭院的周围有垣墙，周围垣墙下边设有炉灶。	
46:24	他对我说：「这些都是圣殿的侍役为百姓煮祭牲的灶房。」	
		
		
47:0t	第四十七章(23)	
		
47:1t	圣殿下水涌成河	
47:1 	以后，他领我回到圣殿门口，看，有水从圣殿下面涌出，流向东方──因为圣殿正面朝东；水从圣殿的右边经圣殿经祭坛的南边流出。	
47:2 	随后他引我由北门出来，带我由外面转到朝东的外门。看，水从右边流出。	
47:3 	那人手拿绳索向东走去，量了一千肘，遂叫我由水中走过，水深及踝。	
47:4 	他再量了一千肘，再叫我由水中走过，水深及膝。又量了一千肘，又叫我走过，水深及腰。	
47:5 	他又量了一千肘，水已成河，不能走过，因为水已高涨，成了可供游泳的水，不能走过去的河。	
47:6 	于是他对我说：「人子，你看见了吗﹖」遂我回到了河岸。	
		
47:7t	河流的好处	
47:7 	当我回来时，看，沿河两岸，树木很多。	
47:8 	于是他对我说：「这水流往东方，下至阿辣巴，而入于?ぉぱ魏Ｖ校Ｋ毂涑珊盟?	
47:9 	这河所流过的地方，凡蠕动的生物都得生活，鱼也繁多，因为凡这水所到的地方百物必能生存。	
47:10	渔夫要住在海边，自恩革狄到恩厄革拉因，都是晒网的地方。那里的鱼种类很多，像大海的一样。	
47:11	但所有的池沼和湖泽却不改变，留作产盐之区。	
47:12	沿河两岸，畏有各种果木树，枝叶总不凋零，果实决不匮乏，且按月结果，因为水我出自圣所；树上的果实可当作食物，枝叶可当作药材。」	
		
47:13t	圣地的边界	
47:13	吾主上主这样说：「这是你们按以色列十二支派分地为业的界限?ぉと羯Φ昧椒荨?	
47:14	你们应彼此平分我举手誓许给你们祖先的土地，应抽签分这地作你们的产业。	
47:15	以下是国土的边界：北方由大海经赫特隆经哈玛特口，经责达得，	
47:16	经贝洛达与位于大马士革边界与哈玛特边界之间的息贝辣因，直到靠近豪郎边界的哈匝尔厄南。	
47:17	所以这边界是由大海到哈匝尔厄南，北面有大马士革为界，再向北有哈玛特为界：这是北方的边界。	
47:18	东方的边界是在豪郎与大马士革之间，在基肋阿得与以色列之间有约旦河为界，直到东海，再到塔玛尔：这是东方的边界。	
47:19	南方向阳的边界是由塔玛尔到默黎巴卡德士水，沿河直到大海：这是南方向阳的边界。	
47:20	西方的边界是以大海为界，直到哈玛特口的对面：这是西方的边界。	
		
47:21t	外方人应分之地	
47:21	你们应按以色列的支派分开此地。	
47:22	你们应为你们，并为住在你们中作客，且在你们中已生有子女的外方人，抽签分开这地为产业。你们应你们为生在以色列子民间的人一样，他们将与你们在以色列支派中签分地作为产业。	
47:23	将来如有外方人在一支派中作客，也要分给他们产业──吾主上主的断语。」	
		
		
48:0t	第四十八章(35)	
		
48:1t	七支派平分北部	
48:1 	各支派的姓名如下：由极北瑞起，沿赫特隆路至哈玛特口，再至哈匝尔厄南，；──北有大马士革边界，有哈马特边界──每支派由东界到西界各有一份：这是丹的一份。	
48:2 	靠近丹的边界，由东界到西界，是阿协尔的一份；	
48:3 	靠近阿协尔的边界，由东界到西界，是纳斐塔里的边界，	
48:4 	靠近纳纳斐塔里的边界，由东界到西界，是默纳协的边界，	
48:5 	靠近默纳协的边界，由东界到西界是厄法辣因的一份。	
48:6 	靠近厄弗辣因的边界，由东界到西界，是勒乌本的一份。	
48:7	靠近勒乌本的边界，由东界到西界是犹大的一份。	
		
48:8t	中部保留地	
48:8 	靠近犹大的边界，由东界到西界，是你们应保留的献地，宽二万五千肘，长由东界到西界，如每支派分得的一份一样，中间是圣所。	
48:9 	你们为上主保留的献地，长二万五千肘，宽一万肘。	
