1.-1t	上编 以色列人出离埃及(1-18)
39.20	还做了两个金环，安在厄弗得的前面肩带的下边，靠近厄弗得带子的上边与肩带相结连的地方。
39.21	用一根紫绳，把胸牌的环子系在厄弗得的环子上，使胸牌结在厄弗得的带上子上，免得胸牌在厄弗得上移动：全照上主向梅瑟所吩咐的。
	
39.22t	无袖长袍
	
39.22	以后又为厄弗得做了一件无袖长袍，是织成的，全为紫色。
39.23	长袍中间有一领口，像战袍的领口；领口周围镶上边，免得破裂。
39.24	又在长袍底边上，用捻的紫色、红色、朱红色的毛线做了石榴；
39.25	又用纯金做了铃铛，将铃铛系在长袍底边周围的石榴中间，
39.26	如此在长袍底边周围，一个铃铛，一个石榴；一个铃铛，一个石榴，为行敬礼穿：全照上主向梅瑟所吩附的。
	
39.27t	司祭的礼服
	
39.27	以后为亚郎和他的儿子们做了细麻长衣，是织成的。
39.28	也做了细麻的礼冠，细麻的华丽头巾，捻的细麻布裤子；
39.29	又用捻的细麻及紫色、红色、朱红色的毛线编织了腰带：全按上主向梅瑟所吩咐的。
39.30	又用纯金做了圣冠上的牌子，在上面像雕刻印章，刻上了「祝圣于上。」
39.31	又用紫色绳子将这牌子系在礼冠上：全按上主向梅瑟所吩咐的。
	
39.32t	向梅瑟交代完成的工作
	
39.32	帐棚、会幕的一切工程都完成了；凡上主向梅瑟所吩咐的，以色列子民都照做了。
39.33	他们遂把帐棚运到梅瑟前，即帐幕和帐幕的一切用具：钩子、木板、横木、柱子、卯座，
39.34	染红的公山羊皮的顶罩，海豚皮的顶罩，作屏障的帐幔，
39.35	约柜和杠杆，赎罪盖，
39.36	供桌和桌上的一切用具，供饼，
39.37	纯金的灯台与灯盏，即摆在灯台上的灯盏及其一切用具，灯油，
39.38	金祭坛，傅礼的油，馨香的香料，帐棚的门廉，
39.39	铜祭坛、祭坛的铜格子、杠杆和一切用具，盆和盆座，
39.40	庭院的帷幔、柱子和卯座，庭院的门廉、绳子和橛子，以及一切为会幕圣所内使用的器皿；
39.41	圣所内行礼的祭服，司祭亚郎的圣衣，和他儿子们尽司祭职的衣服：
39.42	以色列子民所作的一切工程，全是照上主向梅瑟所吩咐的。
39.43	梅瑟查看了一切工程，见他们所行的，完全是照上主所吩咐的，遂祝福了他们。
	
40.0t	
	
40.1t	竖立帐棚
	
40.1	上主训示梅瑟说：「
40.2	正月初一，你要竖立会幕的帐棚。
40.3	把约柜安放在里面，用帷幔将约柜遮起。
40.4	把供桌搬进，摆上当供之物；把灯台搬进，安放上灯盏。
40.5	把焚香的金坛安放在约柜前边，悬上帐棚的门廉。
40.6	把全燔祭坛安置在会幕门口，
40.7	把盆安置在会幕和祭坛之中，盆里放上水。
40.8	随后竖立庭院四周的帷幔，悬上庭院的门廉。
40.9	以后拿傅礼的油，给帐棚和其中的一切器具傅油，祝圣帐棚和其中的一切器具，使之成为圣物：
40.10	即给全燔祭坛及其一切用具傅油，祝圣祭坛，使之成为至圣的；
40.11	给盆和盆座傅油，使之成圣。
40.12	以后叫亚郎和他的儿子们来近会幕门口，用水洗他们。
40.13	给亚郎穿上圣衣，给他傅油，祝圣他作我的司祭。
40.14	再叫他的儿子们前来，给他们穿上长衣，
40.15	像给他们的父亲傅油一样，也给他们傅油，叫他们作我的司祭。给他们行傅油礼，表示他们世世代代，永远尽司祭之职。
40.16	梅瑟行了一切；上主怎样吩咐他的，他就怎样作了。
	
40.17t	梅瑟遵从上主的吩咐
	
40.17	于是第二年正月初一，帐棚就竖立起来了。
40.18	梅瑟竖立了帐棚，安上卯座，放上木板，安上横木，竖起柱子。
40.19	将幕顶展开放在帐棚上，将幕顶的罩放在上面，全照上主向梅瑟所吩咐的。
40.20	随后取了约版放在柜内，柜旁穿上杠杆，将赎罪盖安在约柜上面。
40.21	将柜抬到帐棚内，悬上帐幔，遮住约柜，如上主向梅瑟所吩咐的。
40.22	以后把供桌放在会幕内，放在帐棚北边，帐幔以外；
40.23	在桌上于上主前摆上供饼，如上主吩咐梅瑟的。
40.24	把灯台安置在会幕内，对著供桌，在帐棚南面。
40.25	在上主前放上灯盏，如上主向梅瑟所吩咐的。
40.26	把金祭坛安置在会幕内，帐幔的前边。
40.27	在坛上燃烧馨香的香料，如上主向梅瑟所吩咐的。
40.28	又悬起帐棚的门廉。
40.29	将全燔祭台安放在会幕门口，在上面奉献全燔祭和素祭，如上主向梅瑟所吩咐的。
40.30	将盆安置在会幕和祭坛之中，盆内放了水，为洗濯之用。
40.31	梅瑟亚郎和他的儿子们在盆内洗脚。
40.32	他们进入会幕或接近祭坛时，必先洗濯，如上主向梅瑟所吩咐的。
40.33	随后在帐棚和祭坛四周，竖起了庭院的帷幔，悬起了庭院的门廉：这样梅瑟完成了所有的工程。
	
40.34t	上主的荣耀遮盖会幕
	
40.34	那时云彩遮盖了会幕，上主的荣耀充满了帐棚。
40.35	梅瑟不能进入会幕，因为云彩停在上面，上主的荣耀充满了帐棚。
40.36	在以色列子民整个的行程中，云彩一从帐棚升起，他们就拔营前行；
40.37	云彩若不升起，他们就安营不动，直等云彩升起。
40.38	在他们整个行程中，上主的云彩白天停在帐棚上，黑夜在云中有火，以色列全家都能见到。
