1.-1t	德训篇
44.4	有因自己的决策和明智，而作当时民众领袖的；有以自己贤明的训言，教导民众的学者；
44.5	有因其所长，创作乐曲的，有写作叙事诗的；
44.6	有的是富而有权势的人，有的爱好美术，在自己家中，过着安静的生活。
44.7	这一切人，在自己的民族中，历代受人尊敬，他们在世时就被人夸赞。
44.8	他们中，有的已留名于后世，使人赞颂不已；
44.9	有的却没有留下纪念，他们死了，好象他们没有存在过；他们生了，好象没有生过；他们的子孙也同他们一样。
44.10	但我所要称扬的人，都是宽大为怀的人，他们的义举，不会被人遗忘；
44.11	他们的善行与子孙同存，
44.12	他们的后裔，保有这善行的产业；他们的子孙履行盟约，
44.13	他们的子女，因了他们，也是如此：子子孙孙，永世常存；他们的光荣，决不会泯灭；
44.14	他们的遗体必被人安葬，名誉必留于永世；
44.15	民众必称述他们的智慧，集会必传扬他们的美德。
	
44.16t	赞扬古圣祖
44.16	哈诺客悦乐了上主，故此被提升天，成为后世悔改的模范。
44.17	诺厄被共认是齐全正义的人，而在义怒时，成了人类的继承人；
44.18	当洪水来临时，因了他，为世界保存了余生；
44.19	天主与他立定了一个永久的盟约：一切有肉躯的生物，再不遭受洪水的摧残。
44.20	亚巴郎是万民的大父，对于光荣，没有人比得上他。他遵守了至高者的法律，又同他订立了盟约。
44.21	他在自己身上坚定了盟约，在受试探时，证明自己是忠诚的。
44.22	因此，天主起誓许下：要在他的民族中光荣他；要使万民因他的苗裔而蒙受祝福；要使他的子孙多得像地上的尘土；
44.23	要提拔他的后裔，如天上的繁星；要把从这海到那海，从大河直到地极之间的土地，赐给他们当作产业。
44.24	至于依撒格，因他父亲亚巴郎的缘故，天主也向他确定了同样的事。
44.25	上主将万人的祝福与盟约，寄托在雅各伯头上；
44.26	上主藉自己的祝福，承认他为长子；赐给他产业，将他的产业分给十二支派。
	
44.27t	赞扬梅瑟
44.27	上主使雅各伯的后裔中，出现了一位慈善的人，他在众人眼前甚为得宠；
	
	
45.0t	第四十五章(31)
45.1	他就是天主和人所钟爱的梅瑟，人一提念他，人就都赞扬。
45.2	天主使他享有圣者同样的光荣，使他成为敌人所怕的伟大人物，藉梅瑟的言语，破除邪术，
45.3	在众王前光荣了他，命他指挥自己的百姓，使他看见自己的一些光荣；
45.4	因为他忠信谦和，天主就从众人中拣选了他，祝圣了他；
45.5	使他听到自己的声音，领他深入云雾，
45.6	当面将诫命、生命和智识的法律交给他，叫他把自己的盟约教给雅各伯，将自己的法律教给以色列。
	
45.7t	赞扬亚郎
45.7	天主又提拔了一位与梅瑟相似的圣者，即他的兄弟，属于肋未支派的亚郎；
45.8	与他立定了永久的盟约，将自己百姓的司祭之职赐给他；使他服装灿然。
45.9	给他束上光荣的腰带，给他穿上华丽的长衣，戴上庄严的徽章，
45.10	穿上裤子、长袍和披肩，给他佩带上许多金制的石榴和金铃铛；
45.11	当他走动时，铛铛作响，殿内都可听到，提醒自己的国民。
45.12	他穿的圣衣，是用金色、蓝色、紫色的线绣成的，是绣匠的手工；他又带着一块胸牌，即乌陵和突明；
45.13	这胸牌是工人用捻的朱红色线作成的；这胸牌如玉玺一样，镶有宝石；宝石上由玉工按刻印法，刻有以色列支派的名次，作为纪念；
45.14	在他的头巾上有一金冠，上面刻有「祝圣于上主」的文字，是光荣的饰物，是杰出的作品，装饰得雅致悦目。
45.15	在他以前，从未有过这样体面的服装；
45.16	外方人总未穿过，只有亚郎的儿子们，和他世代的子孙们，穿了这样的盛服。
45.17	亚郎奉献的祭祀，都被焚烧净尽，每天两次，从不间断。
45.18	梅瑟祝圣了他，给他傅了圣油。
45.19	这为他和他与日俱存的子孙，算是永远的盟约，使他充任司祭，主持敬礼天主的事，并以天主的名祝福民众。
45.20	上主从众生中拣选了他，为向自己奉献祭品、焚香和悦纳的馨香，为获得纪念；并为自己的百姓，献赎罪的牺牲。
45.21	赏他有颁发自己的诫命，和审核法规的权柄；将天主的证言教给雅各伯，借法律光照以色列。
45.22	那时，外方人集合起来反对他，达堂阿彼兰一党的人，科辣黑的同僚，在旷野嫉妒他，恼恨他，围攻他。
45.23	上主见了这事，很不欢喜，他们遂为上主的盛怒所消灭：
45.24	他显了奇迹，用火焰吞灭了他们。
45.25	却增加了亚郎的光荣，赐给他产业，分给他初熟的鲜果；
45.26	首先给他们预备了充足的食粮：因为他们要吃上主的祭品，这是上主赏给他和他子孙的。
45.27	但他没有分得土地为产业，在众支派中，他没有分子，因为天主自己就是他的分子和产业。
	
45.28t	赞扬丕乃哈斯
45.28	厄肋阿匝尔的儿子丕乃哈斯，是第三个享有这种光荣的人，他在敬畏上主的事上，非常热诚。
45.29	当百姓堕落的时候，他却坚定不移，因他心地善良勇敢，为以色列人赎了罪。
45.30	因此，天主和他订立了和平的盟约，派他管理圣所和自己的百姓，并将大司祭的尊位，永远归于他和他的子孙。
45.31	天主与犹大支派的人叶瑟的儿子达味王，也订立了盟约，根据这盟约，王位应由他的一个儿子继承；而亚郎的职分，却由他的后裔继承。现在，你们要赞美赐给你们荣冠的慈善上主。愿他赐给你们内心的智慧，好能秉公审判他的百姓，为使祖先的美德不至于消逝无存，并使他们的光荣，传于他们的一切后代。
	
	
46.0t	第四十六章(23)
	
46.1t	赞扬若苏厄
46.1	农的儿子若苏厄，是一位作战的英雄，他继承梅瑟执行先知的任务；闻其名，可知其为人，
46.2	即选民伟大的拯救者；他报复了敌抗他的敌人，领以色列人获得产业。
46.3	当他举手向城挥动刀剑时，何其光荣!
46.4	因为他是为上主作战，谁能敌抗他﹖
46.5	太阳不是因他一挥手而即刻停住，一天变成两天吗﹖
46.6	当敌人四面围困基贝红时，他呼求了全能的至高者，伟大神圣的上主就俯听了他，大降冰雹，猛烈非常；
46.7	他冲破了敌对的民族，在山的下坡处歼灭了敌人，
46.8	使外邦人知道他的武力，知道他是替上主作战。他时常顺从全能者的旨意，
46.9	当梅瑟在世时，他就行了济世的事业：他与耶孚乃的儿子加肋布，反对全会众阻止人民犯罪，平息不义的怨声。
46.10	六十万步兵中，只有他们二人活着，为引领百姓进入为产业的地方，进入流乳流蜜的地方。
46.11	上主赐给加肋布力量，至老不衰，使他能登上高地，这高地，他的子孙至今仍据为产业，
46.12	为使以色列子民知道：随从圣者上主，何其美善!
	
46.13t	赞扬诸民长
46.13	凡为民长的，若心术不坏，未曾离弃上主，个个都应依照名次受到赞扬。
46.14	愿他们的记念，常受祝福；愿他们的骨骸，从自己的墓穴中，再欣欣向荣；
46.15	愿他们的名声，再留于子孙之中。圣人们的光荣，存留在子孙身上。
	
46.16t	赞扬撒慕尔
46.16	撒慕尔是上主他的天主所爱的人，是上主的先知；他建立了王国，以油祝圣了人民的君王；
46.17	他根据上主的法律，审判了议会，上主遂垂顾了雅各伯。因他的忠信，公认他确是一位先知；
46.18	由他的言语，得知他是一位信实的先见者，因为他曾见过光明的天主。
46.19	当敌人四面胁迫他时，他恳求了全能的上主，奉献了一只尚未断乳的羔羊，
46.20	上主就从天上，发出迅雷，一声巨响，使人听见他的声音，
46.21	敌人的首领，遂被征服，培肋舍特人的众将领，遂被歼灭。
46.22	他在长眠以前，在上主和他的受傅者面前，作证说：「我从未拿过任何人的东西，连一双鞋也没有拿过；」果然没有人能控诉他。
46.23	他逝世以后，还说了预言，警告君王的死期；他从地下高声预言，为消除民众的罪恶。
	
	
47.0t	第四十七章(31)
	
47.1t	略提纳堂盛赞达味
47.1	此后，在达味时代，兴起了一位纳堂先知。
47.2	从以色列子民中，选出的达味，有如由和平祭的肉中，提出的脂肪。
47.3	他年轻时，玩弄狮子，有如玩弄山羊；戏弄野熊，如同戏弄羔羊。
47.4	他年轻时，不是击杀了大力士，雪洗了民族的耻辱，
47.5	不是一举手，用套带的石子，打倒了哥肋雅的傲慢么﹖
47.6	因为他事前，曾呼求了至高者上主，上主就赐他右手有力，以击杀勇猛的战士，为高举自己百姓的角。
47.7	所以处女们向他歌唱，称扬他克胜了万人；大家都以上主的祝福称扬他，给他戴上荣耀的冠冕。
47.8	他击溃了四周的仇敌，剿灭了对手培肋舍特人，直到今日还不断地挫折他们的角。
47.9	他以自己的一切行为感谢圣者，以赞扬的词句歌颂至高者；
47.10	他全心歌颂及爱慕创造者，即那赐他能力抵抗仇敌的天主。
47.11	他叫人在祭坛前歌咏奏乐，以优美的声音，唱出悦耳的歌曲，每日按时歌唱圣咏。
47.12	他增加了庆节的盛况，使庆典隆重壮观，使赞美上主圣名的声音，从清晨就响彻圣殿。
47.13	上主赦免了他的罪过，永远高举了他的角，与他立了为王的盟约，使他在以色列获得光荣的宝座。
	
47.14t	褒贬撒罗满
47.14	继达味兴起了一位明智的儿子，他因了父亲的缘故，生活很安适。
47.15	撒罗满为王时，正当太平时代，天主使四周安宁，为叫他给自己的圣名，建立一座殿宇，预备一个永远的圣所。撒罗满啊!你年轻时，是何等聪明!
47.16	你洋溢智慧，有如江河；你的精神笼罩大地；
47.17	你用含有寓意的箴言，广传于大地；你的名声传至辽远的岛屿；因你的和平，人人都喜爱你；
47.18	因你的诗歌、箴言、寓言，你赢得了天下万邦的赞叹；
47.19	因上主天主的名，即因称为以色列的天主的名，
47.20	你积金如锡，蓄银似铅。
47.21	此后，你将你的腰委诸妇女，让她们霸占你的身体；
47.22	你玷污了你的尊荣，凌辱了你的床笫，给你的子孙召来了义怒；让他们慨叹你的愚昧!
47.23	从此国家分裂为二，从厄弗辣因兴起了一个判乱的王国。
47.24	但是上主决不放弃自己的仁慈，不破坏，也不废弃自己的任何工作，不灭绝自己所选者的子孙，不铲除敬爱上主的苗裔；
47.25	他赐给雅各伯一个余子，赐给达味一个由他发出的苗裔；
	
47.26t	指摘勒哈贝罕和雅洛贝罕
47.26	撒罗满终于与他的祖先长眠。
47.27	身后从他后裔中，留下了一个人民中最愚昧无知，
47.28	用自己的计谋，使百姓造反的勒哈贝罕，
47.29	和一个引以色列犯罪，给厄弗辣因开犯罪之路的乃巴特之子雅洛贝罕。他们二人都恶贯满盈，
47.30	人就把他们逐出本国。
47.31	他们企图犯各种罪恶，直至惩罚临到他们身上为止。最后天主又从各种罪恶中救出他们。
	
	
48.0t	第四十八章(28)
	
48.1t	赞扬厄里亚
48.1	当时，又兴起了一位激烈如火的先知厄里亚，他的言辞炽热如火炬。
48.2	他使人民遭遇饥荒，因他嫉恶如仇，使人民的数目大减，因为他们不肯持守上主的诫命；
48.3	他因上主的一句话，关闭了苍天；同样，他也三次使火下降。
48.4	啊，厄里亚!因你的奇迹，你是多么荣耀!谁能自夸与你相似﹖
48.5	你因至高者的一句话，从死亡中，由阴府里，使死人复活；
48.6	你将数位君王推倒，以至丧亡，轻易地粉碎了他们的权威；你把尊贵人，从床上推下；
48.7	你在西乃山上，听见了上主的训诫；你在曷勒布山上，听到了报复的断案；
48.8	你用油祝圣了君王，为执行报复的事；你用油祝圣了先知，为继承你的职务；
48.9	你乘着火马车，被火旋风卷去；
48.10	你受命随时备妥，为在上主发怒以前，平息上主的义怒，为使父亲的心转向儿子，为使雅各伯的各支派恢复旧观。
48.11	看见你的人，和安眠于爱的人，是有福的!
48.12	因为，我们也要生活；但死后，我们的名声却不是那样。
	
48.13t	赞扬厄里叟
48.13	在厄里亚被旋风卷去后，厄里叟充满了他的精神；他在世时，没有君王能够动摇他，没有人能够屈服他，
48.14	没有什么事能够难倒他；死后，他的尸体还能执行先知的任务；
48.15	他生时行了奇迹；死后，他还行了奇事。
48.16	虽然如此，百姓却没有悔改，也没有离弃他们的罪恶，直至他们被掳，离开本国，分散各地；
48.17	在本国只留下极少数的人民，和一位出自达味家族的首领；
48.18	他们中，有些作了悦乐天主的事，有些却是罪上加罪。
	
48.19t	赞扬希则克雅和依撒意亚
48.19	希则克雅巩固了自己的城池，并引水入城，用铁器凿开盘石，建筑了蓄水池。
48.20	他在位时，散乃黑黎布上来，派遣辣贝沙克，攻打他们，威胁熙雍，狂妄傲慢，不可一世。
48.21	那时，人民都心惊手颤，所受的痛苦有如临产的妇女，
48.22	人民遂伸开自己的手，呼求仁慈的上主。圣者主天主立刻从天上，俯听了他们的祈求。
48.23	上主没有追忆他们的罪过，没有把他们交给他们的仇人，反而借圣先知依撒意亚拯救了他们；
48.24	上主袭击了亚述人的兵营，他的天使歼灭了他们。
48.25	因为，希则克雅行了悦乐上主的事，他坚持了他祖先达味的道路，就是那忠于神视的伟大先知依撒意亚嘱咐的道路。
48.26	在他的时代，太阳曾向后退，他因此延长了君王的寿命。
48.27	他因伟大的精神，看见了最后要来的事，安慰了熙雍城里悲痛的人，
48.28	预示了到末世要发生的事，预先指出了尚未形成的隐秘事。
	
	
49.0t	第四十九章(19)
	
49.1t	赞扬约史雅王和众先知
49.1	约史雅的纪念，就如精制香料的人，用各种香味配成的香料，
49.2	在众人口里，甜如蜂蜜，又如酒会中的音乐。
49.3	他悲痛人民的背信，因此铲除了邪恶的可憎之物；
49.4	他使自己的心，归向上主；他在罪恶横流的时代，实行了热心敬主的事。
49.5	除达味、希则克雅和约史雅外，别的都犯了错误；
49.6	犹大的君王们，由于离弃了至高者的法律，蔑视了对天主应有的敬畏，因而都已丧亡：
49.7	因为，他们将自己的权力，让给外人，把自己的光荣，交于外方民族。
49.8	这民族烧毁了蒙选的圣城，使城中的道路不见人迹，全照耶肋米亚预言过的。
49.9	因为犹太人虐待了他，虽然他从母胎就被选为先知，来担负铲除、推翻、毁灭、建设、栽培和复兴等工作。
49.10	厄则克耳看见上主在革鲁宾的车上，显示给他的辉煌异像；
49.11	他也提到遵行各样正道的约伯。
49.12	愿十二先知的骨骸，从自己的茔地再放异彩，因为他们曾安慰了雅各伯，以自己坚固的信仰拯救了他。
	
49.13t	赞扬充军后复兴以民的各英雄
49.13	我们要怎样赞颂则鲁巴贝耳﹖他像右手所带的印章指环，
49.14	约匝达克的儿子耶叔亚，也是如此：他们二人在任期内，建造了殿宇，并为上主高建了一座永远辉煌的圣殿。
49.15	乃赫米雅值得纪念的事更多：他给我们重修了倒塌的城墙，安门加闩，并修葺了我们的房屋。
	
49.16t	赞扬哈诺客若瑟舍特闪及亚当
49.16	世上受造的人中，没有一个像哈诺客这样的人，因为他从世上被提升天。
49.17	出生的人中，也没有一个像若瑟的，他是兄弟们的领袖，民族的栋梁，弟兄的监护人；
49.18	他的遗骸特别受人敬重，死后还说了预言。
49.19	在人类中，闪、舍特、厄诺士、都受人尊敬；但在受造上，超过众生的，却是亚当。
	
	
50.0t	第五十章(31)
	
50.1t	赞扬诸多建树的西满大司祭
50.1	敖尼雅的儿子，大司祭西满，在世时，修理了上主的殿宇；在位时，巩固了圣殿；
50.2	双层的墙垣，圣殿周围高大的支柱，都是他建造的；
50.3	在他的任期内，挖凿了蓄水池，水池广大如海；
50.4	他照顾自己的百姓，救他们脱免灭亡；
50.5	他巩固了城池，防备围攻，他扩大了圣殿和庭院的入口。
	
50.6t	西满大司祭在行圣仪时的庄严
	
50.6	当他从帐幕后的至圣所出来，民众群集他身边时，他是多么有光彩；他如云间的晨星，又如望日的圆月；
50.7	他照耀人世，有如照耀至高者的圣殿的太阳；
50.8	他如云彩中灿烂的虹霓，如春天的玫瑰花如溪畔的百合，如夏天的黎巴嫩树枝；
50.9	他如烈火和香炉上的香料，
50.10	如镶有各种宝石的金制器皿；
50.11	他如开花结果的橄榄树，如高耸云霄的扁柏。当他穿著荣耀的礼服，披上十分华美的装饰，
50.12	升到至圣的祭坛前时，使圣所的周围墙壁上，也闪闪生光；
50.13	当他从司祭们手中，取过一份祭肉，站在祭坛火炉旁，兄弟们环围着他时，他像黎巴嫩山上的嫩香柏；
50.14	亚郎的众子孙，盛装华服，如棕榈树的枝条环绕着他，
50.15	在全以色列的集会跟前，他们手中拿着奉献给上主的祭品时，正是如此。
	
50.16t	西满大司祭在行祭时的仪态
50.16	他在祭坛上完成职务以后，为使至高者全能天主的祭祀更为庄严，就伸手放在奠祭的爵上，然后取爵，奠祭葡萄酒，
50.17	把酒倒在祭坛的根基上，献给至高者，万有的君王，当作悦意的馨香。
50.18	那时，亚郎的众子孙，高声欢呼，吹起用金属打成的号角，发出响亮的声音，使至高者听见而记起自己的百姓；
50.19	那时，全体民众一起急速俯伏在地，钦崇他们的上主天主，全能至高的天主；
50.20	歌咏团高唱赞美歌，声音宏亮悦耳；
50.21	民众向至高的上主谢罪，在仁慈者面前祈祷，直到奉事上主的礼仪完毕，直到他们完成自己的任务为止。
50.22	以后，他便下来，向以色列子民全体会众举手，并亲口将上主的祝福赐给他们，且因上主的名号而自豪；
50.23	为领受至高者的祝福，百姓又俯伏在地，再举行祈祷。
	
50.24t	劝人赞美天主
50.24	现在，请你们赞颂万有的天主，因为他在全世界，处处行了伟大的工程，他从我们还在母胎时，就增加的我们的岁月，按他的仁慈恩待了我们。
50.25	愿他赐给我们愉快的心灵，并使以色列现时平安，永远平安；
50.26	愿他的仁慈不离开我们，并在他指定的时日，拯救我们。愿他的仁慈，常存在西满身上，并与他立订丕乃哈斯的盟约，这盟约要与他和他的后裔，永存不灭，如天之永恒。
	
50.27t	三个可恶敌人
50.27	有两个民族是我心中所憎恨的，而第三个是一个不成民族的民族，我也恨她：
50.28	她们就是住在色依尔山上的民族，和培肋舍特人，以及那住在舍根的愚昧民族。
	
50.29t	作者自我介绍
50.29	我耶路撒冷人，息辣厄肋阿匝尔的儿子耶稣，在这本书里，写了一些关于智慧和知识的道理，智慧乃由我心中涌出。
50.30	注意这些事的人，是有福的；心中思念这些事的，必成为智者；
50.31	实行这些事的，他必是无所不能的，因为上主的光明，是他的向导。
	
	
51.0t	第五十一章（38）
51.1t	代表以民的感恩颂
51.1	息辣之子耶稣的祈祷：上主，君王，我要感谢你；我要赞美你，天主，我的救主! 
51.2	我要称扬你的名，因为你是我的保护者，我的救助者； 
51.3	你救了我的肉身，免於丧亡，脱离诬告者唇舌的圈套，和捏造谎言的嘴唇；在围困我的人前，你作了我的援助，拯救了我； 
51.4	因你的大慈大悲和大名，你救我脱离了那些向我咆哮，准备吞噬我的人； 
51.5	救我脱离了谋害我生命者的手，和我所受的各种灾难； 
51.6	使我脱离了环绕我的窒息热火，我在火中，却没有烧伤； 
51.7	使我脱离了阴府的最深处，摆脱不洁的唇舌和谎言，就是使我在君王前，脱离诬告我的不义口舌； 
51.8	我的灵魂已临近死亡， 
51.9	我的生命已接近地狱的边缘，但你却拯救了我。 
51.10	这些困难，从各方面包围了我，却没有一个人前来援助；我期待有人来辅助，却没有一个人。 
51.11	上主啊! 当时我想起了你的仁慈和你昔日的作为； 
51.12	上主啊! 因为你救助期待你的人，救他们摆脱了仇敌的手。 
51.13	我从地上高声恳求，求你救我脱免死亡； 
51.14	上主，你是我的父，我呼求了你；求你在我危难之日，不要离弃我；在骄傲人得势之时，不要使我孤立无援。 
51.15	我要时常赞美你的名号，我要知恩地歌颂你的名号，因为你俯听了我的祈祷； 
51.16	因为你救我免於丧亡，在不幸之时，拯救了我。 
51.17	因此，我要感谢你，颂扬你，赞美上主的名号。 
51.18t	贤人自述如何学习热爱并获得了智慧 
51.18	当我年轻时，在出外旅行以前，我公开以祈祷来寻求智慧。 
51.19	我曾在圣殿前，恳求过智慧；对智慧，我要寻求到底。因为她的花，开得有如成熟的葡萄； 
51.20	我的心喜悦智慧。我的脚总踏在正直的路上；自我青年时，我就到处追求她。 
51.21	我稍微侧耳倾听，就接受了她。 
51.22	为我自己找到许多教训，因了她，我得到许多利益； 
51.23	对那赐给我智慧的，我要光荣他。 
51.24	因为我已决定，要实行智慧的事，热心行善，我决不会蒙羞。 
51.25	为着她，我的灵魂曾经奋斗过；我在遵行法律上，无微不至。 
51.26	我高举我的双手，哀哭我没有认识她。 
51.27	我曾使我的心灵向往着她，因了纯洁，我终於找到了她。 
51.28	我从开始，就专心注意她，因此，我决不会被她遗弃。 
51.29	为寻求她，我五内不安；我现在得到了她，无异获得了至宝。 
51.30t	劝人领受天主的恩赐─智慧 
51.30	上主给了我唇舌，当作我的酬报，我要用它来赞美上主。 
51.31	未受教训的人，请你们接近我，住宿在我的学校里。 
51.32	你们说罢，你们的灵魂既然很渴，为什麽你们还缺少这些知识？ 
51.33	我已开口讲学，你们可以学得智慧，而不用花钱。 
51.34	你们的颈项，要屈伏在她的管辖之下；你们的灵魂，应接受训练，因为她为寻找她的人，原来很近，心灵向往她的人，必能找着她。 
51.35	你们亲眼看一看罢! 我劳苦不多，却获得了最大的安宁。 
51.36	为获得学识，你们固然要花费许多银钱；但有了学识以後，必获得更多的金钱。 
51.37	你们的灵魂，要喜乐於天主的仁慈，你们决不会因赞美他而蒙羞受辱。 
51.38	你们要及时工作，到了时候，他必要给你们报酬。
