1.-2t	圣咏集
26.12	我的脚站立于平坦大路，在集会中我要赞颂上主。
	
	
27.0t	二十七：[虔诚的依恃之情](14)
27.1	达味作。上主是我的光明，我的救援，我还畏惧何人？上主是我生命稳固的保障，我还害怕何人？
27.2	当恶人前来攻击我，要吃我的肉时，我的对手，我的仇敌，反而跌倒断气。
27.3	虽有大军向我进攻，我的心毫不战栗；虽然战争向我迫近，我依然满怀依恃。
27.4	我有一事祈求上主，我要恳切请求此事：使我一生的岁月，常居住在上主的殿里，欣赏上主的甘饴慈祥，瞻仰上主圣所的堂皇。
27.5	因为在我困难的时日，他将我藏在他的帐棚里；将我藏在他帐幕的深处，并将我高举置于磐石。
27.6	现在我可昂首抬头，卑视我周围的大仇；要在他帐幕里，献欢乐之祭，要向上主讴唱赞美的诗词。
27.7	上主，求你俯听我的呼号，上主，求你怜悯我，垂允我。
27.8	论及你，我心中时常在想：「你应该寻求他的仪容。」上主，我在寻求好的仪容。
27.9	求你不要向我掩住你的脸面，你发怒时不要将你仆人赶散。你向来就是我唯一的救援；救我的天主，不要弃我不管。
27.10	我的父母虽舍弃了我，然而上主却收留了我。
27.11	上主，求你给我指示你的正路，为了我的仇敌，引我踏上坦途。
27.12	求你不要将我交于仇人的私欲，因为残暴的假见证来向我攻击。
27.13	我深信在此活人地区，定会享见上主的幸福。
27.14	你要鼓起勇气，期望上主！你要振作精神，期望上主！
	
	
28.0t	二十八：[祈恩与感恩](9)
28.1	达味作。上主，我在向你呼号；我的磐石，不要置若罔闻；你若对我沉默不语，我便无异向阴府里沉沦。
28.2	当我朝着你的圣所向你呼号，高举我手时，请俯听我的哀祷！
28.3	求你不要把我同败类一起剿绝，不要把我同作恶的人一同消灭：他们与人口谈平安，但心中却十分阴险。
28.4	愿你按他们的作为，照他们行为的邪恶，报复他们；按他们手中的事业，给他们应得的报应，处罚他们！
28.5	他们不关心上主的工程和他手中所行，但愿上主粉碎他们，不要再使他们复兴！
28.6	上主理应享受赞颂，因他听了我的祷声。
28.7	上主是我的力量，我的护佑，我对他全心依赖，必获扶助；为此我满心欢喜，赞颂歌舞。
28.8	上主是自己人民的力量，他是受傅者得救的保障；
28.9	求你拯救你的人民，降福你的百姓，求你牧养他们，提携他们直至永恒。
	
	
29.0t	二十九：[天主显示威严](11)
29.1	达味诗歌。天主的众子，请赞美上主，请将赞美光荣，归于上主。
29.2	请将主名的荣耀，归于上主，穿上圣洁的华服，朝拜上主。
29.3	上主的声音响彻水面，天主雷鸣在显示庄严，上主临到澎湃的水面。
29.4	上主的声音具有威权，上主的声音具有庄严。
29.5	上主的声音劈断了香柏，上主折断了黎巴嫩香柏；
29.6	使黎巴嫩象牛犊一样舞蹈，使息尔翁象小牛一样跳跃。
29.7	上主的声音放射出火舌。
29.8	上主的声音震动了旷野，上主震动了卡士德旷野。
29.9	上主的声音摇撼橡树，剥光森林；凡在他殿中的都齐声高呼：「光荣」。
29.10	上主坐在洪水之上，上主永远高坐为王。
29.11	上主必将勇力赐给他的百姓，上主必以平安降福他的人民。
	
	
30.0t	三十：[病后感恩歌](13)
30.1	祝圣圣殿诗歌。达味作。
30.2	上主，我称扬你，因为你救拔了我，你也没有使我的仇敌向我自夸。
30.3	上主，我一向你呼号，我主，你便医治了我。
30.4	上主，你由阴府中把我救出，又使我安全复生，免降幽谷。
30.5	上主的圣民，请向上主歌颂，称谢他的圣名。
30.6	因为他的忿怒，瞬息消散；他的恩爱却要终生绵延。晚间虽令人哭涕，清晨却使人欢喜。
30.7	我曾自夸过说：「我永不会动遥。」
30.8	上主，你恩待了我，使我立足于稳固的山岗；但是你一掩面，我便立即感觉到失措惊惶。
30.9	上主，我曾向你呼号，我曾向我主哀求说：
30.10	「我如果降入阴府，我的血于你何益？灰土岂能赞美你，或宣扬你的忠义？
30.11	上主，请俯听我，怜悯我；上主，求你前来助佑我。」
30.12	你把我的哀痛，给我变成了舞蹈，脱去了我的苦衣给我披上喜乐；
30.13	为此，我的心灵歌颂你，永不止息；上主，我的天主，我要永远称谢你！
	
	
31.0t	三十一：[苦中求救](25)
31.1	达味诗歌，交与乐官。
31.2	上主，我投靠你，总不会受辱，求你凭你的公义将我救出；
31.3	求你侧你的耳听我，速来救我：作我避难的磐石，获救的城堡。
31.4	因为你是我的磐石，我的城堡，为你的名，求你引导我指教我。
31.5	求你救我脱免暗布的网罗，因为唯有你是我的避难所。
31.6	我将我的灵魂托于你的掌握，上主，忠实的天主，你必拯救我。
31.7	拜虚无偶象的人，你深恶痛绝。上主，然而我却对你全心信赖。
31.8	我要因你的慈爱喜乐欢畅，因为你曾俯视了我的惨状，体会了我心灵所受的悲伤；
31.9	你没有将我交于仇敌之手，反而使我稳立于广阔之处。
31.10	上主，求你可怜我，因为我陷入困苦状况，我的眼睛、心灵和肺腑，全因忧伤而颓丧。
31.11	我的生命因忧伤而耗尽，我的岁月在涕泣中消逝，我的精力因悲伤而衰退，我的骸骨也已枯槁腐蚀。
31.12	我的仇敌都辱骂我，我的四邻都耻笑我，我的知己憎恨我，路上的行人都远避我。
31.13	我被人全心忘掉，有如死人，活象一个破旧抛弃的器皿。
31.14	当我听到许多人在呼啸，恐怖弥漫四境，他们在群集商议攻击我，谋夺我的性命；
31.15	我仍旧依靠你，上主，我说：「你是我的天主！」
31.16	我的命运全掌握于你手，求你救我脱离我的敌手，摆脱一切迫害我的仇敌。
31.17	求以你的慈容，光照你仆，求以你的仁慈把我救出。
31.18	上主，因为我呼号了你，求你莫让我蒙羞；愿恶人备受耻辱，默默然归入阴府！
31.19	愿那些骄傲自大，口出妄言，说谎攻击义人的唇舌哑喑！
31.20	上主，你为敬畏你的人所保留的恩泽，是何等丰盛！你在人前施予投奔于你者的慈惠，又是何等宽宏！
31.21	你将他们掩护在你仪容的影下，免遭世人的重创；又将他们隐藏在你帐幕的里面，免遭口舌的中伤。
31.22	愿上主受赞美，因为他在坚固的城内，向我特别显出他那奇妙无比的慈爱，
31.23	我虽在惶恐中曾说：「我已被驱逐离开你前。」但我一呼求你，你即刻俯允我的呼声哀叹。
31.24	众圣徒！你们应爱慕上主，因他保佑信徒，但是他对蛮横的人，必加以严厉的报复。
31.25	凡一切信赖上主的人们，请勇敢鼓起你们的心神。
	
	
32.0t	三十二：[蒙获罪赦后的福乐](12)
32.1	达味作，训诲诗。罪恶蒙赦免，过犯得遮掩的人，有福。
32.2	上主不归咎，心中无诈欺的人，有福。
32.3	就在我缄默不语的时期内，我的骨骸因常伤叹而憔悴；
32.4	因为你的手昼夜在重压着我，我的力量象在盛暑中而消耗。
32.5	我终于向你承认我的罪过，丝毫也没有隐瞒我的邪恶，我说：「我要向上主承认我的罪孽，」你即刻便宽赦了我的罪债。
32.6	为此，虔敬的人在困厄时，都应向你哀祷，纵使大水泛滥成灾，他也不会遭受波涛。
32.7	你是我的避难所，救我脱离灾祸，你以拯救我的喜乐，常环绕着我。
32.8	「我教导你，指示你应走的正道，双眼注视你，亲自作你的向导。」
32.9	不要象骡马一般糊涂，需要缰辔来加以管束；不然，不向你跟前趋赴。
32.10	邪恶的人，必要受许多的痛苦；仰望上主的人，必有慈爱围护，
32.11	正义的人们！你们应在上主内欢欣喜乐。
32.12	心正的人们！你们应在上主内欢呼踊跃。
	
	
33.0t	三十三：[赞颂大能的天主](22)
33.1	义人，你们应向上主踊跃欢呼，因为正直的人，理应赞美上主。
33.2	你们该弹琴，称谢上主，弹奏十弦琴，赞颂上主。
33.3	你们应向他高唱新歌，在欢呼声中奏琴吟哦，
33.4	因为上主的言语是正直的，他的一切作为都是忠实的；
33.5	他爱护正义和公理，他的慈爱弥漫大地。
33.6	因天主的一句话，诸天造成；因上主的一口气，万象生成。
33.7	他把海水好似聚于皮囊，他将汪洋好似贮于池塘。
33.8	愿整个大地敬畏上主，愿普世居民畏惧上主，
33.9	因为他一发言，万有造成，他一出命，各物生成。
33.10	上主使异邦的计划无绪，使万民的策略废去。
33.11	上主的计划却永恒不变，他心中的谋略万世常传。
33.12	尊上主为自己天主的民族，真是有福！上主选为自己产业的百姓，真是有福！
33.13	上主由高天监临，注视亚当的子孙；
33.14	他由自己的居处，视察大地的众庶：
33.15	他既创造了众人的心灵，当然知晓人的一切言行。
33.16	帝王不是因兵多而取胜，勇士不是因力大而保命。
33.17	为获胜利，骏马仍是徒然，气力虽大，依旧难获安全。
33.18	请看上主的眼睛常关注敬畏他的人，他的双目常眷顾靠他仁慈的人，
33.19	为使他们的性命，脱免死亡，使他们在饥馑时，生活如常。
33.20	我们的灵魂仰望着上主，他是我们的保障和扶助；
33.21	我们的心灵要因他而喜乐欢畅，在他的圣名内寄托我们的希望。
33.22	上主，求你向我们广施慈爱，有如我们对你所存的期待。
	
	
34.0t	三十四：[谢主保佑之恩](23)
34.1	达味在阿彼默勒客前佯狂，被逐逃走时作。
34.2	我必要时时赞美上主，对他的赞颂常在我口；
34.3	愿我的心灵因上主而自豪，愿谦卑的人听到也都喜跃。
34.4	请你们同我一起赞扬上主，让我们齐声颂扬他的名字。
34.5	我寻求了上主，他听了我的祈求：由我受的一切惊惶中，将我救出。
34.6	你们瞻仰他，要喜形于色，你们的面容，绝不会羞愧。
34.7	卑微人一呼号，上主立即俯允，并且救拔他出离一切的苦辛。
34.8	在那敬畏上主的人四周，有上主的天使扎营护守。
34.9	请你们体验，请你们观看：上主是何等的甘饴慈善！投奔他的必获真福永欢。
34.10	上主的圣民，你们该敬畏上主，因敬畏他的人不会受到穷苦。
34.11	富贵的人竟成了赤贫，忍饥受饿，寻求上主的人，却不缺任何福乐。
34.12	孩子们，你们来听我指教，我要教你们敬畏上主之道。
34.13	谁是爱好长久生活的人？谁是渴望长寿享福的人？
34.14	就应谨守口舌，不说坏话，克制嘴唇，不言欺诈；
34.15	躲避罪恶，努力行善，寻求和平，追随陪伴。
34.16	因为上主的双目垂顾正义的人，上主的两耳听他们的哀声。
34.17	上主的威容敌视作恶的人民，要把他们的纪念由世上灭尽。
34.18	义人一呼号，上主立即俯允，拯救他们出离一切的苦辛。
34.19	上主亲近心灵破碎的人，他必救助精神痛苦的人。
34.20	义人的灾难虽多，上主却救他免祸；
34.21	把他的一切骨骸保全，连一根也不容许折断。
34.22	邪恶为恶人招来死亡，憎恨义人者应该补偿。
34.23	上主救助他仆人的生命，凡投奔他的必不受处刑。
	
	
35.0t	三十五：[患难中求主保佑](28)
35.1	达味作。上主，求你斗争那斗争我的人，求你攻击那攻击我的人；
35.2	求你手持藤牌盾橹，振奋起来予我救助；
35.3	挥舞长矛，阻止追逐我的人，愿你向我说：「我是你的救星！」
35.4	愿谋害我生命的人蒙受耻辱，愿企图磨难我的人含羞退走！
35.5	愿上主的天使迫他们逃跑，有如随风飘零的糠枇禾草！
35.6	当上主的天使追逐他们时，愿他们的路，又漆黑又滑漓！
35.7	因为他们无故为我暗设网罗，他们无故为我挖掘坑窖。
35.8	愿不可预料的灭亡突然降临，使他们暗布的网罗缠住他们，使他们挖掘的坑窖陷害他们。
