1.-2t	依撒意亚
50.2	为什么我来到的时候，没有人在呢﹖为什么我召呼的时候，无人答应﹖难道我的手短小而不能施救﹖或者我再无救助之力﹖看!我一怒喝，海便涸竭，江河便成为旷野，其中的鱼类因无水而萎缩渴死。
50.3	我可使黑暗笼罩诸天，使麻衣掩蔽天际。」
	
50.4t	咏「上主仆人」的诗歌
50.4	吾主上主赐给了我一个受教的口舌，叫我会用言语援助疲倦的人。他每天清晨唤醒我，唤醒我的耳朵，叫我如同学子一样静听。
50.5	吾主上主开启了我的耳朵，我并没有违抗，也没有退避。
50.6	我将我的背转给打击我的人，把我的腮转给扯我胡须的人；对于侮辱和唾污，我没有遮掩我的面。
50.7	因为吾主上主协助我，因此我不以为羞耻；所以我板着脸，像一块燧石，因我知道我不会受耻辱。
50.8	那给我伸冤者已来近了。谁要和我争辩，让我们一齐站起来罢!谁是我的对头，叫他到我这里来罢!
50.9	请看!有吾主上主扶助我，谁还能定我的罪呢﹖看!他们都像衣服一样要破旧，为蠹虫所侵蚀。
50.10	你们中凡敬畏上主的，应听他仆人的声音!凡于黑暗中行走而不见光明的，该依靠上主的名字，并仰仗自己的天主。
50.11	看哪!凡你们点了火，燃了火把的，必要在你们所点的火焰里，在你们所燃的火把中行走!这是我的手所加于你们的，你们必倒卧在痛苦之中。
	
	
51.0t	第五十一章(23)
	
51.1t	熙雍必获拯救
51.1	你们追求正义，寻觅上主的人，请听我说：你们要细察那岩石，你们是从那上边凿下来的；要细察那石穴，你们是从那里挖出来的
51.2	你们要细察你们的父亲亚巴郎和产生你们的撒辣，因为当我召叫他时，只有他一人，但我降福了他，使他繁盛。
51.3	的确，上主必要怜悯熙雍，怜悯她所有的废墟，使她的荒野成为伊甸，使她的沙漠变为上主的乐园，其中必有欢乐和愉快，歌颂和弦乐之声。
51.4	万民啊!请倾听我；万邦啊!请侧耳听我：法律将由我而出，我的正义要作为万民的光明。
51.5	我的正义要迅速降临，我的救恩业已出现，我的手臂要掌管万民；诸岛屿都仰望我，依赖我的手臂。
51.6	你们仰观诸天，俯察大地：纵然诸天将如烟云消散，大地要像衣服破旧，地上的居民要如蚊子死去，然而我的救恩永远常存，我的正义决不废除。
51.7	你们认识正义，心怀法律的人民，请听我说：不要怕人家的侮辱，对他们的嘲笑也不必惊恐；
51.8	因为他们必如衣服一样，为蛀虫所吃掉；如羊毛一样，为衣鱼所吃掉；然而我的正义永远常存，我的救恩直到万世。
	
51.9t	上主的手臂将施救
51.9	上主的手臂!醒来，醒来!施展威能罢!醒来有如在古时古代一样。不是你斩了辣哈布，刺杀了巨龙吗﹖
51.10	不是你令海令大洋的水涸竭了吗﹖不是你使海底变为大路，叫蒙救的人走过吗﹖
51.11	上主所解救的人必要归来，快乐地来到熙雍，永久的欢乐将临于他们头上；他们将享尽欢欣与快乐，忧愁与悲哀必将远遁。
51.12	是我，是我亲自安慰了你，你怎么还怕那有死的人，怕那命如草芥的人子呢﹖
51.13	你怎么竟忘记了那创造你，展开诸天，奠定大地的上主，而终日不断对那压迫你，决意要消灭你的人的狂怒恐怖呢﹖如今压迫你者的狂怒在那里呢﹖
51.14	囚禁的人即将释放，不致死于深坑，他的口粮也不会缺乏。
51.15	我是上主你的天主，即那搅动海洋使浪涛澎湃的，他的名字是「万军的上主。」
51.16	是我把我的话放在你的口中，将你掩护在我的手荫之下；是我展开了诸天，奠定了大地，并给熙雍说：「你是我的百姓。」
	
51.17t	熙雍的命运已转
51.17	起来，起来!耶路撒冷!立起来!你这由上主手中饮了他震怒之杯，啜尽了那麻醉爵中渣滓的!
51.18	她所生的儿子中没有一个来引领她的，她养大的儿子中没有一个来扶持她手的。
51.19	这两件事临到了你身上，有谁哀怜你呢﹖就是荒凉与灭亡，饥馑与兵燹，有谁安慰你呢﹖
51.20	你的儿子昏迷不醒，躺在街头，像陷入罗网的羚羊；他们还饱尝了上主的愤怒，受尽了你的天主的恐吓。
51.21	为此，你这受苦难的，非因酒而醉倒的，请听这事!
51.22	你的主宰上主，为自己的人民辩护的天主，这样说：「看!我已从你手中取回了那麻醉的杯，我愤怒的爵，你必不再喝，
51.23	我将此杯放在压迫你者的手中，就是曾对你说：「躺下来!让我们走过去!」你便使你的脊背作为平地，作为街道，任他们走过去的那些人。
	
	
52.0t	第五十二章(15)
	
52.1t	熙雍获救受荣
52.1	熙雍起来，起来，披上你的威能!耶路撒冷圣城!穿上你华丽的衣服，因为未受割损和不洁的人，再不得进入你内。
52.2	被掳的耶路撒冷!抖下灰尘，起来罢!被俘的熙雍女子!解下你颈项上的锁链罢!
52.3	因为上主这样说：「你们是无代价被出卖的，也无需用金钱赎回。」
52.4	吾主上主这样说：「我的百姓昔日曾下到埃及，侨居在那里，而后亚述又无故地虐待了她；
52.5	如今我还在这里作什么﹖上主的断语。我的百姓已无故地被掳去，治理他的人又自夸自大──上主的断语──我的名又天天不断地受亵渎；
52.6	为此我的百姓必要认得我的名，到那一天他们必明白：那说「看!我在这里!」的那一位就是我。」
52.7	那传布喜讯，宣布和平，传报佳音，宣布救恩，给熙雍说「你的天主为王了!」的脚步，在山上是多么美丽啊!
52.8	请听，你的守望者都提高了喉咙一起欢呼，因为他们亲眼看见上主返回了熙雍。
52.9	耶路撒冷的废墟啊!你们要兴高采烈，一起欢呼，因为上主安慰了自己的百姓，救赎了耶路撒冷。
52.10	上主在万民眼前显露了自己的圣臂，大地四极看见了我们天主的救恩。
	
52.11t	出离巴比伦令
52.11	离开!离开!从那里出来罢!不要触摸不洁之物!你们携带上主器皿的人，从巴比伦中间出来，圣洁自己罢!
52.12	你们出走，不必慌张，更不必奔逃而去，因为上主要走在你们前面，以色列的天主将作你们的后盾。
	
52.13t	咏「上主仆人」的诗歌
52.13	请看，我的仆人必要成功，必要受尊荣，必要被举扬，且极受崇奉。
52.14	就如许多人对他不胜惊愕，因为他的容貌损伤得已不像人，他的形状已不像人子，
52.15	同样，众民族也都要对他不胜惊异，众君王在他面前都要闭口，因为他们看见了从未向他们讲述过的事，听见了从未听说过的事。
	
	
53.0t	第五十三章(12)
53.1	有谁会相信我们的报道呢﹖上主的手臂又向谁显示了呢﹖
53.2	他在上主前生长如嫩芽，又像出自干地中的根苗；他没有俊美，也没有华丽，可使我们瞻仰；他没有仪容，可使我们恋慕。
53.3	他受尽了侮辱，被人遗弃；他真是个苦人，熟悉病苦；他好象一个人们掩面不顾的人；他受尽了侮辱，因而我们都以他不算什么。
53.4	然而他所背负的，是我们的疾苦；担负的，是我们的疼痛；我们还以为他受了惩罚，为天主所击伤，和受贬抑的人。
53.5	可是他被刺透，是因了我们的悖逆；他被打伤，是因了我们的罪恶；因他受了惩罚，我们便得了安全；因他受了创伤，我们便得了痊愈。
53.6	我们都像羊一样迷了路，各走各自的路；但上主却把我们众人的罪过归到他身上。
53.7	他受虐待，仍然谦逊忍受，总不开口，如同被牵去待宰的羔羊；又像母羊在剪毛的人前不出声，他也同样不开口。
53.8	他受了不义的审判而被除掉，有谁怀念他的命运﹖其实他从活人的地上被剪除，受难至死，是为了我人民的罪过。
53.9	虽然他从未行过强暴，他口中也从未出过谎言，人们仍把他与歹徒同埋，使他同作恶的人同葬。
53.10	上主的旨意是要用苦难折磨他；当他牺牲了自己的性命，作了赎过祭时，他要看见他的后辈延年益寿，上主的旨意也藉他的手得以实现。
53.11	在他受尽了痛苦之后，他要看见光明，并因自己的经历而满足；我正义的仆人要使多人成义，因为他承担了他们的罪过。
53.12	为此，我把大众赐与他作报酬，他获得了无数的人作为猎物；因为他为了承担大众的罪过，作罪犯的中保，牺牲了自己的性命，至于死亡，被列于罪犯之中。
	
	
54.0t	第五十四章(17)
	
54.1t	新耶路撒冷
54.1	不生育的石女，欢乐罢!未经产痛的女子!欢呼高唱罢!因为被弃者的子女比有夫者的子女还多：这是上主说的。
54.2	拓展你帐幕的空位，伸展你住所的帷幔，不必顾忌!拉长你的绳索，坚固你的木橛!
54.3	因为你要向左右拓展，你的后裔将以外邦之地为业，住满废弃了的城邑!
54.4	不要害怕!因为你再不会蒙羞；不要羞惭!因为你再不会受辱；其实，你要忘记你幼年时所受的耻辱，再不怀念居寡时所受的侮慢，
54.5	因为你的夫君是你的造主，他的名字是「万军的上主；」你的救主是以色列的圣者，他将称为「全世界的天主。」
54.6	是的，上主召见你时，你是一个被弃而心灵忧伤的妇女；人岂能遗弃他青年时的妻子﹖你的天主说。
54.7	其实，我离弃了你，只是一会儿，但是我要用绝大的仁慈召你回来。
54.8	在我的盛怒中，我曾一会儿掩面不看你，可是我要以永远的慈悲怜悯你，你的救主上主说。
54.9	这事对我有如诺厄的时日一般：就如那时我曾发誓说：诺厄的大水不再淹没世界；同样，我如今起誓：再不向你发怒，再不责斥你。
54.10	高山可移动，丘陵能挪去，但我对你的仁慈决不移去，我的和平盟约总不动摇：怜悯你的上主说。
54.11	你这遭磨难，受颠沛，无安慰的城啊!看，我要用孔雀石安置你的基石，以碧玉奠定你的根基；
54.12	我要以红玛瑙修你的城垛，以水晶石筑你的门户，以各种宝石建你的围墙。
54.13	你所有的儿子，都是上主所训诲的；你的儿子们，要享受绝大的幸福。
54.14	你将建筑在正义的根基上；欺压已远去，你无需再有所恐惧；惊吓也远去了，它再不会临近你。
54.15	请看!如果有人攻击你，那不是出于我；凡攻打你的，必在你前跌倒。
54.16	请看!是我造了吹煤火的铁匠，由他工作中造出了各种武器，可是也是我造了毁灭者来加以破坏。
54.17	所制造的各种武器，为攻打你，一概无用；在诉讼中，凡起来与你争辩的舌头，都要被你驳倒。这是上主的仆人应得之分，是他们由我所得的报酬──上主的断语。
	
	
55.0t	第五十五章(13)
	
55.1t	邀请众人回国
55.1	啊!凡口渴的，请到水泉来!那没有钱的，也请来罢!请来买不花钱，不索值的酒和奶吃!
55.2	你们为什么为那些不能充食的东西花钱，为那些不足果腹的东西浪费薪金呢﹖你们若细心听我，你们就能吃丰美的食物，你们的心灵必因脂膏而喜悦。
55.3	你们如侧耳，走近我前来听，你们必将获得生命；我要与你们订立一项永久的盟约，即誓许于达味的慈惠。
55.4	看，我立了你为万民的证人，为列国的领袖与主宰。
55.5	看哪!你要召见你不认识的民族，不曾认识你的民族也要奔向你；这都是为了上主你的天主，为了那光荣了你的以色列的圣者的缘故。
	
55.6t	上主言出必行
55.6	趁上主可找到的时候，你们应寻找他；趁他在近处的时候，你们应呼求他。
55.7	罪人应离开自己的行径，恶人该拋弃自己的思念，来归附上主，好让上主怜悯他；来归附我们的天主，因为他是富于仁慈的。
55.8	因为我的思念不是你们的思念，你们的行径也不是我的行径：上主的断语。
55.9	就如天离地有多高，我的行径离你们的行径，我的思念离你们的思念也有多高。
55.10	譬如雨和雪从天降下，不再返回原处，只有灌溉田地，使之生长萌芽，偿还播种者种子，供给吃饭者食粮；
55.11	同样，从我口中发出的言语，不能空空地回到我这里来；反之，它必实行我的旨意，完成我派遣它的使命。
55.12	的确，你们必要喜欢地出来，平安地为上主所引导，高山丘陵必在你们面前高呼欢腾，田间所有的树木必要鼓掌。
55.13	松柏要长起来代替荆棘，桃金娘要生出来代替苎麻：这将为上主留名，作为一座不能磨灭的永久纪念碑。
	
	
56.0t	第五十六章(12)
	
56.1t	天国一视同仁
56.1	上主这样说：「你们应当持守公道，履行正义，因为我的救恩就要来到，我的正义就要出现。」
56.2	遵行安息日而不予以亵渎，防范自己的手而不做恶事，行这事的人，与固守此道的人子，是有福的。
56.3	归依上主的异邦人不应说：「上主必将我由他的民族中分别出来!」阉人也不应说：「看!我是一棵枯树!」
56.4	因为上主这样说：「对那些遵守我的安息日，拣选我所悦意的和固守我盟约的阉人，
56.5	我要在我的屋内，在我的墙垣内，赐给他们比子女还好的记念碑和美名，我要赐给他们一个永久不能泯灭的名字。
56.6	至于那些归依上主，事奉他，爱慕上主的名，作他的仆人，又都遵守安息日而不予以亵渎，并固守我盟约的异邦人，
56.7	我要领他们上我的圣山，使他们在我祈祷的殿里欢乐，他们的全燔祭和牺牲在我的祭坛上要蒙受悦纳，因为我的殿宇将称为万民的祈祷所。」
56.8	这是聚集四散的以色列民的吾主上主的断语：「我还要召集其它民族归于已聚集的人。」
	
56.9t	斥责自私的官吏
56.9	田间的一切走兽，林中的一切野兽，你们都来吞噬罢!
56.10	我民族的守望者都是瞎子，什么也看不清；都是哑巴狗，不能叫唤，只会作梦，偃卧，贪睡。
56.11	他们又是贪食的狗，总不知足；都是什么也不明了的牧人，只顾自己的道路，各求各自的利益。
56.12	「来罢!我去拿酒，让我们痛饮美酒；明天如今天一样，并且更要丰盛。」
	
	
57.0t	第五十七章(21)
57.1	义人死去，没有人放在心上；虔诚的人被收去，没有人予以注意：义人被接去，是为了脱离灾难，
57.2	而进入安息；躬行正直的人，将安眠于自己的处所。
	
57.3t	斥责以民拜偶像
57.3	巫女的儿子，奸妇淫女的后裔，你们近前来!
57.4	你们戏谑谁呢﹖你们向谁张口吐舌呢﹖不是你们这些反叛的儿子，不忠的后裔，
57.5	在橡树林中，在一切绿树下欲火中烧；在山谷中，在盘石的夹缝里祭杀婴儿吗﹖
57.6	山谷中的光石竟是你的家产，它们竟成了你的产业；并且你还给它们奠了酒，献了供物，对这些事我岂能容忍﹖
57.7	在巍峨高耸的山上，你安置了你的床榻，并且上那里去奉献牺牲。
57.8	你在门和门框后安置了你的记号，瞒着我裸体上了床，铺开了你的床榻，你喜欢与谁同寝，便与他茍合，且看了他的手。
57.9	你擦满了香膏，加多了香料，往摩肋客那里去，又遣发使者到远方去，你甚至深入了阴间。
57.10	你因路途遥远，已感疲倦，但总不说：「绝望了!」因为你找着了你新生的力量，所以你不觉困乏。
57.11	你害怕谁，畏惧谁，竟使你失去忠信，而不怀念我，不关心我﹖难道因为我久不作声，你就不怕我了吗﹖
57.12	我要披露你的义举，以及与你毫无裨益的行为。
57.13	当你呼求时，让你那一伙救你罢!但是一阵风要把它们全部卷走，一口气要把他们吹去。唯有那依赖我的，将承受地业，继承我的圣山。
	
57.14t	忏悔者将获幸福
57.14	有个声音说：「修路，修路!把路修平，把我民族道路上的障碍除去!」
57.15	因为至高者，卓越者，居于永远者，名为圣者的这样说：「我虽居于高处及圣所，但我也与忏悔和心灵谦卑的人在一起，为振奋谦卑者的心情，苏醒忏悔者的心灵。
57.16	我不愿永远争辩，也不愿永久发怒，因为生气是由我而出，灵魂是由我而造。
57.17	因了她的罪恶我一时发怒，打击了她，在怒气中掩住我的面；可是她仍背叛，走她随心所欲的道路。
57.18	我看见了她的行为，我要医治她，我要引她回来，将安慰赐给她和她的忧伤者。
57.19	在他们的口唇上安放赞颂之辞：「平安，平安归于远近的人!」上主说。【我要医好她。】
57.20	但恶人将如翻腾的大海，不能平息，它的浪潮卷起黄土与淤泥。
57.21	我的天主说：恶人决无平安!
	
	
58.0t	第五十八章(14)
	
58.1t	真热诚的表现
58.1	你大声呼喊，不要停止，提高你的喉咙，有如号筒，向我的百姓宣布他们的过犯，向雅各伯家指明他们的罪孽。
58.2	他们固然天天寻找我，喜欢认识我的道路，好似一个行义而没有背弃天主法令的民族，向我要求正义的措施，祈望天主与之接近：
58.3	「为什么我们守斋而你看不见，我们克苦而你不理会呢﹖」看哪!你们在守斋日仍然苦心经营，勒索你们所有的工人。
58.4	看哪!你们一面守斋，一面争吵，打架，以恶拳打人；你们不必再如今天一样守斋了，免得你们的嘈杂在高处可以听到。
58.5	难道这就是我所中意的斋戒吗﹖难道这就是人们克己的日子吗﹖难道低头如同芦苇，以苦衣和灰尘铺床，你就称为斋戒，称为上主悦纳的日子吗﹖
58.6	我所中意的斋戒，岂不是要人解除不义的锁链，废除轭上的绳索，使受压迫者获得自由，折断所有的轭吗﹖
58.7	岂不是要人将食粮分给饥饿的人，将无地容身的贫穷人领到自己的屋里，见到赤身露体的人给他衣穿，不要避开你的骨肉吗﹖
58.8	若这样，你的光明将要射出，有如黎明，你的伤口将会迅速地复原；你的救援要走在你前面，上主的光荣要作你的后盾。
58.9	那时，你如呼喊，上主必要俯允；你若哀求，他必答说：「我在这里!」你若由你中间消除欺压、指手画脚的行为和虚伪的言谈，
58.10	你若把你的食粮施舍给饥饿的人，满足贫穷者的心灵；那么，你的光明要在黑暗中升起，你的幽暗将如中午。
58.11	上主必要时常引领你，在干枯之地，使你心满意足，并使你的骨头坚强有力；你将成为一座灌溉的乐园，一个总不涸竭的水泉。
58.12	你的后裔将重建往日的废址，你要竖起那久远的基础，人要称你为：「缺口的修补者，」「废墟的兴建者，」为叫人居住。
	
58.13t	遵守安息日
58.13	假使你在安息日限止你的脚步，在我的圣日停止你的营业，称安息日为喜乐，为上主可敬的圣日；假使你尊崇圣日，而不去旅行，不苦心经营或谈论生意，
58.14	那时你将喜乐于上主。我要使你驾临地之高处，使你享受你祖先雅各伯的产业：这是上主亲口说的。
	
	
59.0t	第五十九章(21)
	
59.1t	拯救迟缓的原因
59.1	看哪!并非上主的手短小而不能施救，并非他的耳朵沉重而不能听见；
59.2	而是你们的罪孽，使你们与你们的天主隔绝；是你们的罪恶，使他掩面不肯俯听你们，
59.3	因为你们的手沾满了血，你们的手指沾满了罪恶；你们的口唇说了谎言，你们的舌头吐出了恶语。
59.4	没有人按正义起诉，没有人照公正行审；都依赖虚无讲说空话，孕育着诡诈，产生邪恶。
59.5	他们所孵化的是毒蛇的蛋，他们所纺织的是蜘蛛的网；谁吃了这些蛋，必定要死；蛋若破了，出来的是条毒蛇。
59.6	他们结的蛛网不能制作衣服，他们的手工不能遮盖自己；他们的作为都是罪恶的作为，他们手中只有欺压的行为。
59.7	他们的脚趋向邪恶，急于倾流无辜者的血；他们的思念都是邪恶的思念，在他们的行径上只有蹂躏与毁灭。
59.8	和平的道路他们不认识，他们的行径中决无公正；他们弯曲了自己的途径，凡在上面行走的，必不认识和平。
	
59.9t	民众自讼自承
59.9	因此公平远离了我们，正义不与我们接近；我们寻求光明，看!仍是黑暗；希望光亮，仍在幽暗中徘徊。
59.10	我们摸索着墙壁，好象瞎子；我们摸索，有如无眼的人；我们在正午颠仆，有如处于黄昏；我们在健壮人中，却如死人。
59.11	我们一起号叫，有如狗熊；呻吟哀鸣，宛如鸽子；我们寻求公平，却没有公平；寻找救恩，救恩却远离了我们，
59.12	因为我们的悖逆在你面前太多了，我们的罪过作证反对我们，因为我们的悖逆都摆在我们面前，我们认清了我们的罪过：
59.13	背叛和否认上主，转背离开我们的天主，说欺骗与反叛的话，从心中说出虚妄的言语；
59.14	因此公平被制止，正义立在远处，真诚在街市上仆倒于地，正义不得进入。
59.15	真诚消逝了，避恶的人已荡然无存。
	
59.16t	上主亲自施救
59.16	上主见了，实在不悦，因为一点正直也没有了；他看不见一个人，他诧异连一个调停者也没有了，遂以自己的手臂来施救，以自己的正义来扶持。
59.17	他身穿正义作铠甲，头戴救恩作钢盔，身佩复仇作衣服，外披妒恨作外氅。
59.18	他要按照各人的行为施行报复，向他的敌人发怒，向他的仇人复仇。【也向群岛施行报应。】
59.19	西方的人要看见上主的名号，东方的人要看见他的荣耀，因为他要来临，好似被强烈的风催促的急流。
59.20	拯救者必要临于熙雍，临于雅各伯家中的弃邪归依者：上主的断语。
59.21	至于我──上主说──这是我与他们所立的盟约：我在你身上所赋的神，我在你口中所放的话，总不离开你的口和你子孙的口，以及你子子孙孙的口，上主说，从现今直到永远。
	
	
60.0t	第六十章(22)
	
60.1t	新耶京的光荣
60.1	耶路撒冷啊!起来炫耀罢!因为你的光明已经来到，上主的荣耀已经照耀在你身上。
60.2	看啊!黑暗笼罩着大地，阴云遮蔽着万民；但上主却照耀着你，他的荣耀要彰显在你的身上。
60.3	万民要奔赴你的光明，众王要投奔你升起的光辉。
60.4	举起你的眼向四方观望罢!他们都聚集来到你这里：你的众子要从远方而来，你的女儿要被抱回来。
60.5	那时，你见到这情形，必要喜形于色，你的心灵必要激动而舒畅，因为海洋的珍宝都要归于你，万民的财富都要归你所有。
60.6	成群结队的骆驼，以及米德杨和厄法的独峰驼要遮蔽你，它们都是由舍巴满载黄金和乳香而来，宣扬上主的荣耀。
60.7	刻达尔的一切羊群都要聚在你前，乃巴约特的公羊都要供你使用；它们要登上我的祭坛作为我欢悦的祭品，以光荣我荣耀的处所。
60.8	那些象云彩飞来，象鸽子回笼的是谁﹖
60.9	那是为我集合起来的船只，塔尔史士的船只为首，从远处带来了你的子女，以及他们的金银；这都是为了上主你的天主的名，为了那光荣你的以色列的圣者的缘故。
	
60.10t	万民奔赴新京
60.10	外邦的子民要修建你的城垣，他们的君王要来事奉你，因为我在怒气中打击了你，但我在慈悲中又怜悯了你。
60.11	你的门要时常敞开，白天黑夜都不要关闭，好让万民的财富，在他们的君王领导下，运到你这里来。
60.12	因为凡不肯事奉你的民族和国家，必要灭亡，这样的民族必要完全灭绝。
60.13	黎巴嫩的光荣要归于你；柏树、榆树和松树都要聚在一起，装饰我的圣所，因为我要光荣我立足之地。
60.14	曾经欺压过你者的子孙，要来向你屈服；凡轻视过你的人，都要在你脚前下拜；他们要称呼你为「上主的城，」「以色列圣者的熙雍。」
60.15	我要使你成为万世的尊荣，万代的喜悦，以代你从前所受的遗弃、恼恨，与无人经过的痛苦。
60.16	你要吸万国的奶，吮众王的乳房，这样你将知道我，上主，是你的拯救者，你的救主，雅各伯的强有力者。
	
60.17t	超化的耶京
60.17	我要以金子来代替黄铜，以银子代替铁，以黄铜代替木头，以铁代替石头；我要立「和平」为你的官长，立「正义」为你的政要。
60.18	在你的地域里再听不到强暴的事情；你要称你的城垣为「救恩，」你的城门为「赞扬。」
60.19	太阳不再是你白天的光明，月亮也不再照耀你，上主要作你永久的光明，你的天主要作你的光辉。
60.20	你的太阳再不降落，你的月亮再不亏缺，因为上主要作你永久的光明，你悲哀的日子已经终结。
60.21	你的人民都要成为义人，要永远继承地业，因为他们是我所栽植的嫩芽，是我手中的工程，使我得到荣耀。
60.22	渺小的要成为千人村，微弱的要成为强大的民族：我是上主，我要在定期中迅速完成此事。
	
	
61.0t	第六十一章(11)
	
61.1t	传报喜讯
61.1	吾主上主的神临到我身上，因为上主给我傅了油，派遣我向贫苦的人传报喜信，治疗破碎了的心灵，向俘虏宣告自由，释放狱中的囚徒，
61.2	宣布上主恩慈的喜年，揭示我们天主报仇的日期，安慰一切忧苦的人，
61.3	给熙雍悲哀的人一项冠冕来代替灰尘，喜乐的油以代替丧服，颂赞以代替沮丧的心神。他们将被称为正义的橡树，上主为光荣自己所种植的园地。
61.4	他们要重建古时的废址，兴建往日的荒域，建造倾圮的城邑，数代荒凉的地方。
61.5	外邦人要来为你们牧放羊群，外方人的儿子要作你们的农夫和葡萄园丁。
61.6	你们要被称为「上主的司祭」人要称你们为「我们天主的侍役；」你们要享用万民的财物，以他们的财宝而夸耀。
61.7	因为他们受了双重的耻辱，侮辱与唾骂是他们的家业，因此他们要承受双倍的土地；永远的喜乐将归属于他们。
61.8	因为我是爱慕公义的上主，我恼恨不义的抢劫；我要凭忠实赐给他们报酬，与他们订立一项永久的盟约。
61.9	他们的后裔在列国中，他们的苗裔在万民中，要受人赏识；凡看见他们的，必要承认他们是上主所祝福的后裔。
	
61.10t	赞主辞
61.10	我要万分喜乐于上主，我的心灵要欢跃于我的天主，因为他给我穿上救恩的衣服，给我披上义德的外衣，使我有如头戴花冠的新郎，有如佩带珍珠的新娘。
61.11	正如大地怎样产生苗芽，田园怎样使种子发芽，吾主上主也要怎样在万民前产生正义和赞扬。
	
	
62.0t	第六十二章(12)
	
62.1t	求主从速施救
62.1	为了熙雍我决不缄默，为了耶路撒冷我决不休息，直到她的正义显现有如光明，她的救恩燃灼有如火炬。
62.2	万民都要见到你的正义，众王都要看见你的荣耀；人要给你起一个新的名号，是上主亲口所指定的。
62.3	你将是上主手中的荣冠，是你天主掌中的王冕。
62.4	你不再称为「被遗弃的，」你的地域也不再称为「荒凉的；」因为你要称为「我可爱的，」你的地域要称为「已婚的，」因为上主喜爱你，你的地域将要婚嫁。
62.5	就如青年怎样娶处女，你的建造者也要怎样娶你；新郎怎样喜爱新娘，你的天主也要怎样喜爱你。
62.6	耶路撒冷啊!我在你的城墙上派了守望者，他们日夜总不缄默；提醒上主的人哪!你们总不要休息!
62.7	你们也不要让他休息，直到他建立了熙雍，直到他使耶路撒冷在大地成为可赞美的。
62.8	上主凭他的右手和他强有力的手臂发誓说：「我决不再将你的五谷交给你的仇人吃，也决不再让外邦人喝你所劳作的美酒。
62.9	惟有那收割的能吃，并颂扬上主；那收集的，将在我圣殿的庭院里喝。」
	
62.10t	拯救来临
62.10	过去!经过大门罢!修平人民的路!修路!把路修好，除去上面的石头；你们要为万民竖起一面旗帜。
62.11	看哪!上主向大地四极宣布说：你们应向熙雍女子说：看!你的救主来了!看!他的胜利品与他同在，他获得的酬劳在他面前。
62.12	人要称他们为「圣洁的民族，」「上主赎回的。」你要被称为「蒙爱的，」「不被弃的城。」
	
	
63.0t	第六十三章(19)
	
63.1t	凯旋歌
63.1	「那由厄东而来，身穿染红了的衣服，那由波责辣而来，衣着华丽，力量强大，阔步前进的是谁啊﹖」「是宣布正义，具有拯救大能的我。」
63.2	「你的服装怎么成了红色，你的衣服好似一个踏酒醡的呢﹖」
63.3	「因为唯独我一人践踏了酒醡，我的人民中没有一个与我在一起。我在怒气中践踏了他们，我在怒火中蹂躏了他们，因此他们的血液溅到我的衣服上，我的服装就完全染污了。
63.4	因为复仇的日子已在我心中，我施救的岁月已经来到。
63.5	我四下观看，但没有人辅助；我惊愕四顾，但没有人支持；因此惟有用我的手臂自行拯救，以我的怒气来支持自己。
63.6	我在怒气中践踏了民众，我在怒火中粉碎了他们，使他们的鲜血流倒地下。」
	
63.7t	民众的祷词
63.7	我要依照上主以他的大慈大悲赐与我们的一切，和对以色列家所赐的宏福，称颂上主的慈惠和上主可赞颂的作为。
63.8	他曾说过：「他们的确是我的百姓，不行虚伪的子民；」因此他成了他们一切困难中的拯救者。
63.9	并不是使者，也不是天使拯救他们，而是他自己。他以自己的爱情和怜悯赎回了他们；在往日，他时常扶持他们，怀抱他们。
63.10	但是他们成了叛徒，刺伤了他的圣神；因此他变成了他们的敌人，亲自攻击他们。
63.11	那时，他们想起古来的日子，想起他的仆人梅瑟。那引领羊群的牧者出离海洋的在那里呢﹖那曾在他心中赋与自己圣神的在那里呢﹖
63.12	那在梅瑟右边以其荣耀的手臂，在百姓前分开海水，使自己获得永远声誉的在那里呢﹖
63.13	那领导他们走过深渊，有如马行于旷野而不颠踬的在那里呢﹖
63.14	上主的神怎样领导走兽下到山谷，你也怎样领导了你的百姓，好使你获得一个光荣的名号。
63.15	如今求你从天垂顾，从你光荣的圣所俯视!你的热爱，你的大能和你的同情心在那里呢﹖求你不要停止你的慈悲，
63.16	因为你是我们的父亲；亚巴郎虽不认识我们，以色列虽不记得我们，你上主却是我们的父亲，「我们自古以来的救主」就是你的名。
63.17	上主!你为什么让我们离开你的道路﹖使我们的心变硬而不敬畏你﹖求你为了你的仆人，为了你产业的各支派，回心转意罢!
63.18	你为什么让恶人践踏你的圣殿﹖为什么让我们的敌人蹂躏你的圣所﹖
63.19	我们俨然成了一个从未受你治理，从未属你名下的民族。啊!望你冲破诸天降下，诸山在你面前震荡。
	
	
64.0t	第六十四章(11)
64.1	有如火怎样烧干了水，火也怎样烧毁你的敌人，好使你的敌人认识你的名，使万民在你面前战栗，
64.2	因为你行了谁也想不到的惊人事迹；【你下降，使山岭在你面前震荡。】
64.3	是人从未听过的，耳朵从未听过，眼睛从未见过你以外，有一个神对依靠自己的人如此行事的。
64.4	你是欢迎那些履行正义和纪念你道路的人；但是，看，你发了怒，我们仍犯罪如初，仍照旧违叛你。
64.5	我们都好象成了不洁的人，所行的正义好似染了经血的内衣，又似干枯的叶子；我们的罪恶好似狂风一般将我们卷去，
