1:-1t	上编 西乃山下起程的准备(1-10)
33:8	由丕哈希洛特起程，由海中经过进入旷野，在厄堂旷野中行了三天的路，然后在玛辣扎营。
33:9	由玛辣起程，来到厄林。在厄林有十二水泉和七十株棕榈树，就在那里扎营。
33:10	由厄林起程，在红海旁扎营。
33:11	由红海起程，在欣旷野扎营。
33:12	由欣旷野启程，在多弗卡扎营。
33:13	由多弗卡起程，在阿路士扎营。
33:14	由阿路士起程，在勒非丁扎营；民众在这里没有水喝。
33:15	由勒非丁起程，在西乃旷野扎营。
33:16	由西乃旷野起程，在克贝洛特阿塔瓦扎营。
33:17	由克贝洛特阿塔瓦起程，在哈责洛特扎营。
33:18	由哈责洛特起程，在黎特玛扎营。
33:19	由黎特玛起程，在黎孟培勒兹扎营。
33:20	由黎孟培勒兹起程，在里贝纳扎营。
33:21	由里贝纳起程，在黎撒扎营。
33:22	由黎撒起程，在刻黑拉达扎营。
33:23	由刻黑拉达起程，在舍斐尔山扎营。
33:24	由舍斐尔山起程，在哈辣达扎营。
33:25	由哈辣达起程，在玛刻黑罗特扎营。
33:26	由玛刻黑罗特起程，在塔哈特扎营。
33:27	由塔哈特起程，在特辣黑扎营。
33:28	由特辣黑起程，在米特卡扎营。
33:29	由米特卡起程，在哈市摩纳扎营。
33:30	由哈市摩纳起程，在摩色尔扎营。
33:31	由摩色尔起程，在贝乃雅干扎营。
33:32	由贝乃雅干起程，在曷尔哈基加得扎营。
33:33	由曷尔哈基加得起程，在约特巴达扎营。
33:34	由约特巴达起程，在阿贝洛纳扎营。
33:35	由阿贝洛纳起程，在厄兹雍革贝尔扎营。
33:36	由厄兹雍革贝尔起程，在亲旷野，即卡德士扎营。
33:37	由卡德士起程，在位于厄东地边界上的曷尔山下扎营。
33:38	亚郎大司祭依上主的命，上了曷尔山，死在那里，时在以色列子民出埃及国后四十年五月初一日。
33:39	亚郎死在曷尔山上时，已一百二十三岁。
33:40	其时住在客纳罕南部的客纳罕人王阿辣得听说以色列子民来了。
33:41	他们再由曷尔山下起程，在匝耳摩纳扎营。
33:42	由匝耳摩纳起程，在普农扎营。
33:43	由普农起程，在敖波特扎营。
33:44	由敖波特起程，在位于摩阿布边境的依耶阿巴陵扎营。
33:45	由依耶起程，在狄朋加得扎营。
33:46	由狄朋加得起程，在阿耳孟狄贝拉塔因扎营。
33:47	由阿耳孟狄贝拉塔因起程，在乃波前面的阿巴陵山地内扎营。
33:48	由阿巴陵山地起程，在耶里哥对面，约但河边，摩阿布旷野扎营；
33:49	他们在摩阿布旷野里，沿著约但河边扎营，由贝特耶史摩特直到阿贝耳史廷。 
	
33:50t	划分许地
	
33:50	在耶里哥对面，约但河边，摩阿布旷野内，上主训示梅瑟说：「
33:51	你告诉以色列子民说：你们几时过了约但，进入客纳罕地，
33:52	应由你们面前驱逐当地所有的居民，应毁坏他们的一切偶像，应打碎他们的一切铸像，应铲除他们的一切丘坛。
33:53	你们要占领那地方，住在那里，因为我已将那地方给了你们，叫你们占有。
33:54	你们要按支派抽签分配那地方：人数多的多给，人数少的少给。谁的签落在那里，那里就属于他。你们依照宗祖支派分配你们的产业。
33:55	但如果你们不把当地的居民由你们面前驱逐，那留下的居民，必要成为你们的眼中刺，腰间针，在你们住的地方内迫害你们；
33:56	并且我打算了怎样对待他们，也要怎样对待你们。」
	
34:0t	第三十四章
	
34:1t	许地的边界
	
34:1	上主训示梅瑟说：「
34:2	你命令以色列子民说：你们几时进入客纳罕地，这地应是你们抽签分配的产业。客纳罕地的边界是：
34:3	你们南部的地区，是由亲旷野直到厄东边境。你们南边的边界是：由盐海的极端往东，
34:4	绕过阿刻辣宾高地的南部，经过亲直达卡德士巴尔乃亚南部，再到哈匝尔阿达尔，经过阿兹孟，
34:5	由阿兹孟边界再转向埃及河，直到大海。
34:6	西部的边界：大海作你们的边界，这是你们西方的边界。
34:7	你们北方的边界如下：由大海划界，直到曷尔山；
34:8	由曷尔山划到哈玛特关口，使边界直达责辣得。
34:9	这边界再伸至齐弗龙，直达哈匝尔厄南：这是你们北方的边界。
34:10	你们东部的边界：自哈匝尔厄南划到舍番。
34:11	由舍番边界下延至阿殷东面的黎贝拉；由此边界，再下延与基乃勒特海东岸相接。
34:12	此后，边界再沿约但河下延，直达盐海：这是你们疆土四周的边界。」
34:13	梅瑟又吩咐以色列子民说：「这就是你们应抽签分为产业的地方，是上主命令分给九个半支派的，
34:14	因为勒乌本子孙支派和加得子孙支派，为自己的家族已取得产业；默纳协半支派也取得了自己的产业：
34:15	这两个半支派，已在耶里哥对面，约但河东岸，向日出之地，取得了产业。」 
	
34:16t	监管分地的人员
	
34:16	上主又训示梅瑟说：「
34:17	这是给你们分配土地的人名：厄肋阿匝尔大司祭和农的儿子若苏厄；
34:18	此外由每支派选派一位首领来分配土地；
34:19	这些人的名字就是：犹大支派，是耶孚乃的儿子加肋布；
34:20	西默盎子孙支派，是阿米胡得的儿子舍慕耳；
34:21	本雅明支派，是基斯隆的儿子厄里达得；
34:22	丹子孙支派的首领，是约革里的儿子步克；
34:23	若瑟子孙：默纳协子孙支派的首领，是厄缶得的儿子哈尼耳；
34:24	厄弗辣因子孙支派的首领，是色弗堂的儿子刻慕耳；
34:25	则步隆子孙支派的首领，是帕尔纳客的儿子厄里匝番；
34:26	依撒加尔子孙支派的首领，是阿仓的儿子帕耳提耳；
34:27	阿协尔子孙支派的首领，是舍罗米的儿子阿希胡得；
34:28	纳斐塔里子孙支派的首领，是阿米胡得的儿子培达赫耳。」
34:29	这些人是上主任命，为在客纳罕地给以色列子民分配产业的人。」
	
35:0t	第三十五章
	
35:1t	肋未城
	
35:1	上主在耶里哥对面，约但河边，摩阿布旷野内，训示梅瑟说：「
35:2	你命令以色列子民，应由他们分得的产业内，指定一些城给肋未人居住，将城四周的牧场，也分给肋未人。
35:3	这些城归他们居住，城郊的牧场为牧放他们所有的牛羊和一切牲畜。
35:4	你们划给肋未城郊的牧场，应由城墙起，周围向外伸展至二千肘，
35:5	即由城外向东方量二千肘，向南方量二千肘，向西方量二千肘，向北方量二千肘，城在中央；这些土地为作他们城郊的牧场。
35:6	分给肋未人的城中，应指定六座为避难城，杀人者可逃入城中。此外还应给他们四十二座城。
35:7	这样，划给肋未人的城，共计四十八座，连城郊的牧场在内。
35:8	当你们由以色列子民的产业中，划分给肋未人城邑时，由大支派应多取，由小支派应少取；每支派应依照自己分得的产业，将城邑划给肋未人。」 
	
35:9t	避难城
	
35:9	上主训示梅瑟说：「
35:10	你告诉以色列子民说：几时你们过约但河进入了客纳罕地，
35:11	应选定几座城作你们的避难城，凡误杀人的，可逃到那里。
35:12	这些城可作为你们脱免复仇者的避难所，好使杀人者不致在未立于会众前受审判以前，便遭人杀害。
35:13	你们应指定六座城作为你们的避难城。
35:14	在约但河东指定三座，在客纳罕地指定三座，作为避难城。
35:15	这六座城为以色列子民和外方人，以及住在你们中间的人，作为避难所；凡误杀人的，都可逃到那里去。
35:16	人若用铁器打人，将人打死，他就是凶手，凶手应处死刑。
35:17	人若用手中可砸死人的石头打人，将人砸死；他就是凶手，凶手应处死刑。
35:18	或者人若用手中可打死人的木器打人，将人打死，他就是凶手，凶手应处死刑。
35:19	报血仇的，可将凶手杀死；几时遇见他，可将他杀死。
35:20	人若因怀恨撞倒了人，或故意抛物打人，致使那人死了；
35:21	或者因仇恨用手打人，将人打死；打人的应处死刑，因他是凶手；报血仇的人，几时遇著凶手，可将他杀死。
35:22	但是，若人并无怨仇，偶然撞倒人，或无意中抛物伤人，
35:23	或因没有看见，使任何能打死人的石头落在人身上，致使那人死了，彼此并没有怨仇，也没有意思害人，
35:24	对这样的案件，应在打死人的和要报血仇者之间进行裁判。
35:25	会众要把杀人者由报血仇者手内救出，使他回到他曾逃入的避难城内，叫他住在那里，直到傅过圣油的大司祭去逝。
35:26	但杀人者如果离开他逃入避难城的边界以外，
35:27	报血仇者在避难城边界以外遇见了他，将杀人者杀死，他并不犯流血的罪，
35:28	因为那人该留在避难城内，直到大司祭去世；大司祭死后，杀人者方可回到属自己产业的地方：
35:29	这是你们世世代代，在你们任何住处，应遵守的法令。
35:30	凡杀人的案件，应依据几个证人的口供，才可处决杀人犯；惟独一人作证，不足以将人宣判死刑。
35:31	对于被判死刑的杀人犯，你们不可取赎命金，因为他应该死。
35:32	同样，你们对逃入避难城的人，亦不可取赎金，准他在大司祭死以前回到本乡居住。
35:33	你们不可玷污你们所居之地，因为血能玷污地；在那里流了血，除非那杀人者的血，为那地没有其他取洁的方法。
35:34	你们不可亵渎你们所居之地，这地也是我居留之地，因为我上主是住在以色列子民中间」。
	
36:0t	第三十六章
	
36:1t	女承嗣人结婚法
	
36:1	那时若瑟后裔的家族中，有默纳协的子孙，玛基尔的儿子基肋阿得子孙的家族首领，来到梅瑟和以色列子民各家族的首领前说：
36:2	「上主吩咐我主，以抽签来分给以色列子民土地为产业，我主又领了上主的命，将我们兄弟责罗斐哈得的产业，分给他的女儿们。
36:3	现在，如果她们嫁给了以色列子民另一支派的人，她们的产业就脱离了我们祖先的产业，而加在所嫁给的那一支派的产业上：这样，我们抽签分得的产业就减少了。
36:4	甚至一到以色列子民的喜年，她们的产业仍旧加在所嫁的那一支派的产业内，我们祖先支派的产业就少了她们那一份」。
36:5	梅瑟依上主的指示训令以色列子民说：「若瑟子孙支派说的有理。
36:6	上主对于责罗斐哈得的女儿们这样吩咐说：她们可任意嫁给自己所喜爱的人，但只应嫁给属于自己祖先支派的人。
36:7	以色列子民的产业不可由一支派转移至另一支派，因为以色列子民每人应固守自己祖先支派的产业。
36:8	以色列子民支派中，凡继承产业的子女，应嫁给她祖先支派的人为妻，好使每个以色列子民能固守祖先的产业。
36:9	这样产业就不会由一支派转移至另一支派，因为以色列子民各支派应固守自己的产业」。
36:10	上主怎样吩咐了梅瑟，责罗斐哈得的女儿们就怎样做了。
36:11	责罗斐哈得的女儿：玛赫拉、提尔匝、曷革拉、米耳加和诺阿，都嫁给了自己叔伯的儿子们，
36:12	即嫁给了若瑟的儿子默纳协子孙家族的人：如此她们的产业仍保留在她们祖先家族的支派内。
36:13	这是上主在耶利哥对面，约旦河边，摩阿布旷野内，藉梅瑟向以色列子民所颁布的诫命和规则。
